i,j,group_i,group_j,peak_lag_returns,peak_rho_returns,peak_lag_prices,peak_rho_prices,peak_lag_ofi,peak_rho_ofi
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MINT,galaxy_sounds,oxygen_shake,195,0.013040086148416036,0,-0.23162586039982547,160,-0.014100334155500188
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MORNING_BREATH,galaxy_sounds,oxygen_shake,28,-0.01176424785841886,200,-0.062113705627857174,80,0.015167132573516885
GALAXY_SOUNDS_DARK_MATTER,PANEL_1X2,galaxy_sounds,panel,22,0.018004888338427078,46,-0.26125673965904544,45,-0.0206282456443087
GALAXY_SOUNDS_DARK_MATTER,PANEL_1X4,galaxy_sounds,panel,75,0.013272846030639135,200,-0.11820185572482796,75,0.019555534427539628
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X2,galaxy_sounds,panel,11,0.013653694459389668,0,-0.09235662231344755,27,-0.01745758955926632
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,galaxy_sounds,panel,0,0.01787191819058007,200,0.1647178182573894,45,-0.0156738931172634
GALAXY_SOUNDS_DARK_MATTER,PANEL_4X4,galaxy_sounds,panel,90,0.017153692166021348,0,0.4035933194202092,110,-0.015353395157448246
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_L,galaxy_sounds,pebbles,1,0.013458600651207487,0,0.1768674406524056,175,0.012335633194642155
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_M,galaxy_sounds,pebbles,195,0.013911229042177448,200,0.04633030020181438,31,0.016646552320088107
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_S,galaxy_sounds,pebbles,110,0.012085738900755252,39,-0.11322312498078595,100,0.014513534197330718
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XL,galaxy_sounds,pebbles,200,0.016296340738580273,0,-0.07326257219711114,65,-0.0144539576266245
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XS,galaxy_sounds,pebbles,65,0.014531887376361135,200,-0.20183779691296302,65,0.014402570891322906
GALAXY_SOUNDS_DARK_MATTER,ROBOT_DISHES,galaxy_sounds,robot,145,-0.014189477256025531,23,-0.0857716308831606,19,-0.017316827414941602
GALAXY_SOUNDS_DARK_MATTER,ROBOT_IRONING,galaxy_sounds,robot,36,-0.01263131891743869,200,-0.2894513925745426,190,0.013985379057741656
GALAXY_SOUNDS_DARK_MATTER,ROBOT_LAUNDRY,galaxy_sounds,robot,115,0.016949532380531814,0,-0.073032251491869,170,-0.016955729180067013
GALAXY_SOUNDS_DARK_MATTER,ROBOT_MOPPING,galaxy_sounds,robot,48,0.01553543835137902,70,0.42275913823425865,165,-0.014279850688629145
GALAXY_SOUNDS_DARK_MATTER,ROBOT_VACUUMING,galaxy_sounds,robot,30,0.011962233735207918,27,-0.02856976872227021,130,-0.016167649055385713
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_COTTON,galaxy_sounds,sleep_pod,46,-0.014756691412653433,0,0.526151311358798,1,0.014026017729705742
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_LAMB_WOOL,galaxy_sounds,sleep_pod,5,-0.015140560117578005,0,-0.21266584256534005,49,-0.013176176026431142
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_NYLON,galaxy_sounds,sleep_pod,41,0.018922864769486833,0,-0.2461172451925098,30,0.00972062092124807
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pod,49,0.017674102021728616,0,0.5895192676172997,49,0.018418821167240227
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_SUEDE,galaxy_sounds,sleep_pod,145,0.0157370198929366,0,0.30991229557121364,6,-0.01473867340484477
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpack,0,0.017644245566132054,200,-0.09780628387435714,195,0.015137926261533116
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,galaxy_sounds,snackpack,110,0.013453259008755034,200,-0.21376372175495048,85,-0.01650304504277652
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,galaxy_sounds,snackpack,1,-0.012497527456484794,0,-0.13886822032454305,4,0.01609664118502822
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpack,25,0.011695120603442367,0,0.1513519050424262,46,-0.017285823528944148
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_VANILLA,galaxy_sounds,snackpack,115,0.016633960871574493,200,0.07774437969108677,195,-0.013864441697291249
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ASTRO_BLACK,galaxy_sounds,translator,22,-0.014467104215260674,0,0.0415697614969292,42,-0.015848698268027147
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ECLIPSE_CHARCOAL,galaxy_sounds,translator,23,-0.014548094220083152,0,0.12145577618784935,130,0.015023854246722363
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translator,11,0.016647131508315937,0,0.3073300203397635,100,-0.02013179243430273
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_SPACE_GRAY,galaxy_sounds,translator,190,-0.014325953438689138,0,0.15799123697683756,100,-0.019182144287404744
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_VOID_BLUE,galaxy_sounds,translator,155,0.015728645818578982,0,-0.16309805493546645,30,0.01571498447459919
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_AMBER,galaxy_sounds,uv_visor,45,-0.01176967436534247,200,-0.3254056454856676,195,-0.01805131001504262
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_MAGENTA,galaxy_sounds,uv_visor,65,-0.01384020240806993,200,0.3746401246982343,47,0.015593959891683164
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_ORANGE,galaxy_sounds,uv_visor,34,-0.013970594955131541,100,-0.38546370220702036,22,0.01666863478562544
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,galaxy_sounds,uv_visor,0,0.015894308746037155,0,-0.23540881289585225,20,-0.016213668169524978
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,galaxy_sounds,uv_visor,0,0.01736976745241692,0,0.7220321194841528,15,-0.011161061775228695
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,galaxy_sounds,galaxy_sounds,110,-0.013800862862332933,0,-0.06861016993830027,75,-0.015504218974865022
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,galaxy_sounds,galaxy_sounds,125,-0.01674285135670375,0,0.23638625614599426,9,-0.019207807180625435
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy_sounds,galaxy_sounds,2,-0.017273462806017534,200,-0.3238167590628583,105,0.017372684256897617
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,galaxy_sounds,galaxy_sounds,50,-0.01846389161746709,195,-0.02421946287197141,15,-0.01571662179066612
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_CIRCLE,galaxy_sounds,microchip,34,-0.016640498777745236,0,-0.199378065415136,29,0.015213516137823686
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_OVAL,galaxy_sounds,microchip,28,-0.015427597110875392,0,-0.11858387814512629,29,0.016152839556315
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_RECTANGLE,galaxy_sounds,microchip,18,0.020855951926039323,0,-0.0656812908281061,175,-0.01760843409067969
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_SQUARE,galaxy_sounds,microchip,170,0.014067250588347567,0,0.4224160952860476,33,0.01419149431196704
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_TRIANGLE,galaxy_sounds,microchip,15,-0.014147314913344802,0,0.026083330093928565,39,-0.013199363008455969
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_CHOCOLATE,galaxy_sounds,oxygen_shake,1,-0.017675532847177846,145,0.18488205058638882,26,-0.018732506010792405
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shake,35,-0.014691137238753952,0,-0.04871342289631377,75,0.011545564072660172
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_GARLIC,galaxy_sounds,oxygen_shake,27,-0.017611930904353052,0,-0.058657373086034435,27,-0.017040817560282875
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_MINT,galaxy_sounds,oxygen_shake,44,0.013468690552253413,0,0.08159990282601112,23,0.015164606883295661
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_MORNING_BREATH,galaxy_sounds,oxygen_shake,38,-0.014622546452738904,200,-0.075931698619293,32,0.01575184522398686
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_1X2,galaxy_sounds,panel,33,-0.014648128674869849,200,0.09190934517941218,34,0.014087666615551277
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_1X4,galaxy_sounds,panel,140,0.01582117600280711,0,-0.17408501873906657,42,-0.013415837597370537
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X2,galaxy_sounds,panel,45,0.011999584417469544,0,-0.05363759624053905,19,-0.014132288087521089
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,galaxy_sounds,panel,17,-0.018359357332057628,200,0.27535941264083297,17,-0.02193984381027228
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_4X4,galaxy_sounds,panel,3,-0.018714074304958164,0,0.18235403907814532,12,0.020627571551282194
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_L,galaxy_sounds,pebbles,120,-0.012130943204041239,0,0.3000918157900474,100,0.012847249393537603
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_M,galaxy_sounds,pebbles,95,0.014249806135667406,200,-0.02559597722921581,49,-0.013734692261524467
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_S,galaxy_sounds,pebbles,150,0.014740724406313155,0,-0.024639708140267152,180,0.014455775881062602
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XL,galaxy_sounds,pebbles,175,-0.01367667880708117,0,-0.03896752482579766,17,-0.012606020055126376
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,galaxy_sounds,pebbles,175,0.01474759881139179,200,-0.33198226877325493,175,0.021519234584938787
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_DISHES,galaxy_sounds,robot,95,-0.012887066758587735,0,-0.14592647886635804,3,0.012341098889011526
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_IRONING,galaxy_sounds,robot,65,-0.013119246192013519,0,-0.04211311691836191,48,-0.014596258787851221
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,galaxy_sounds,robot,43,0.015518530890559884,0,-0.3185535819196274,15,0.013439339006696832
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_MOPPING,galaxy_sounds,robot,45,0.016149116395266103,200,0.37395366025637483,95,0.020124600775975016
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_VACUUMING,galaxy_sounds,robot,135,-0.015329546772562671,200,-0.27247700711451667,135,-0.01864841169233938
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_COTTON,galaxy_sounds,sleep_pod,24,-0.012764359514085133,200,0.36831353052681043,25,-0.014534403978790245
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_LAMB_WOOL,galaxy_sounds,sleep_pod,5,-0.017256689850862067,0,0.13069269785195722,5,-0.01244040334853036
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_NYLON,galaxy_sounds,sleep_pod,75,-0.011360199111013866,200,0.03844498381898017,6,0.014610586280846147
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pod,130,0.015042134366555637,0,0.3811710155988406,46,-0.01542902066321001
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_SUEDE,galaxy_sounds,sleep_pod,6,0.015200034392920359,0,0.5995960845404587,6,0.013233785284194782
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpack,0,0.015438248357812068,200,-0.32383277754240863,34,0.014585153441168354
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,galaxy_sounds,snackpack,0,0.025157582196886897,200,-0.04665819749725273,47,-0.022822468628796364
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_RASPBERRY,galaxy_sounds,snackpack,27,-0.01875008076781469,200,0.14315736326771636,47,0.019961266805174085
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpack,0,0.01968501832198528,150,-0.02287776422579831,32,0.01585782466277469
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_VANILLA,galaxy_sounds,snackpack,41,0.014422064942041795,200,0.2975830295261411,155,0.012175127898948907
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_ASTRO_BLACK,galaxy_sounds,translator,43,0.012381588644318162,200,-0.18258292977787347,18,-0.01075870206695287
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_ECLIPSE_CHARCOAL,galaxy_sounds,translator,140,-0.014250356713131754,200,0.0546209705309858,33,0.014093424490261611
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translator,24,-0.016603848834209695,200,-0.06150093046213159,18,-0.015668235649215368
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_SPACE_GRAY,galaxy_sounds,translator,120,-0.01512632248489032,0,0.48338769215300753,155,0.017952178161565795
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_VOID_BLUE,galaxy_sounds,translator,44,-0.013008574525916179,200,0.26910716617873626,95,0.014162268827814383
GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_AMBER,galaxy_sounds,uv_visor,160,-0.014794811642905387,0,-0.26561434084571134,24,0.017116545307567416
GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_MAGENTA,galaxy_sounds,uv_visor,29,0.01589237916368878,200,0.21124416764501683,6,-0.012423904104437411
GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_ORANGE,galaxy_sounds,uv_visor,185,-0.013419461370605339,47,0.23780124767286162,42,-0.015362507567594866
GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_RED,galaxy_sounds,uv_visor,3,-0.017438503409624117,200,-0.31725642576478524,35,0.019927329030239194
GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_YELLOW,galaxy_sounds,uv_visor,90,-0.017586814531768063,0,0.14180743754396852,45,0.013354749338446622
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,galaxy_sounds,galaxy_sounds,44,-0.016782015871952213,200,0.11444272555181978,21,0.014946687541692557
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,galaxy_sounds,galaxy_sounds,46,-0.014792534051795501,19,-0.15532414757938792,11,0.0152738922460734
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,galaxy_sounds,galaxy_sounds,0,0.01317173701046155,0,-0.29688218911225994,38,0.013166874486555858
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,galaxy_sounds,galaxy_sounds,32,0.013696130620613721,200,-0.20226421662923852,43,0.01710215209328898
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_CIRCLE,galaxy_sounds,microchip,23,-0.011172913762788153,0,0.12369152506334787,38,0.012434705094805945
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_OVAL,galaxy_sounds,microchip,39,-0.013593303969893817,0,0.060057659161214826,43,-0.013690310187383049
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_RECTANGLE,galaxy_sounds,microchip,65,-0.013649055459131849,200,0.10896217396356976,3,-0.013468610898162542
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_SQUARE,galaxy_sounds,microchip,65,0.013497278112902874,200,-0.03900673931240265,34,0.01417584633814502
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_TRIANGLE,galaxy_sounds,microchip,105,0.014630627489821704,0,-0.05426767190750529,80,-0.01673486547627145
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_CHOCOLATE,galaxy_sounds,oxygen_shake,110,-0.0193963125377247,200,0.06700300143207864,27,0.013927351086485747
