i,j,lag,group_i,group_j,peak_rho,fA_ic,fA_sharpe,fA_hit,fA_pnl,fB_ic,fB_sharpe,fB_hit,fB_pnl,decay_minus1,decay_plus1,decay_minus2,decay_plus2,min_fold_sharpe
SLEEP_POD_COTTON,OXYGEN_SHAKE_CHOCOLATE,26,sleep_pod,oxygen_shake,0.0244831829692202,0.01003848284044221,0.5799452037478251,0.4795949062468665,530.5,0.017617350091993413,1.1761136437847324,0.4679635014539256,1449.5,-0.6782339622742033,0.03807178413781614,1.813011146216291,-0.5908820372998763,0.5799452037478251
MICROCHIP_RECTANGLE,PANEL_1X4,60,microchip,panel,-0.0243318674277941,-0.013128903742095285,-1.0020735711855693,0.4703692524398833,-957.0,-0.013175866511730423,-0.4251601993895964,0.4741925747057048,-357.0,-0.9834845404017285,-0.05430485946959802,0.14855988472788179,0.552859071490762,-1.0020735711855693
UV_VISOR_RED,OXYGEN_SHAKE_GARLIC,130,uv_visor,oxygen_shake,-0.0238674942548404,0.0065081843918955535,0.5568548752401475,0.47532678082885804,647.0,0.005945763271783153,0.6938647885589616,0.4832303171547269,876.0,-1.1831057702494134,-0.24027331099285965,-0.5053903370271325,-0.6438926073673148,0.5568548752401475
TRANSLATOR_ASTRO_BLACK,UV_VISOR_MAGENTA,17,translator,uv_visor,-0.0238153669436496,-0.01143474246769193,-0.5751106577037275,0.4699459026247245,-653.5,-0.0007853078531302863,1.228367222536291,0.4790623121618914,1387.5,-0.16356524398599284,-0.29989304899145364,-0.408236471240075,-1.1163020153782037,-0.5751106577037275
ROBOT_DISHES,PANEL_2X4,21,robot,panel,0.0237035575271804,0.006882286083144851,0.7834208640326934,0.47253958709160154,860.5,-0.014794972915777973,-1.6332037043295093,0.11475245540188414,-952.5,-2.352448276073769,1.862578023957145,-0.3760446191719036,0.14228236296167823,-1.6332037043295093
PANEL_1X2,PANEL_2X4,10,panel,panel,0.0234737810159243,0.006429763295007875,0.043475293002442295,0.4716187806587246,48.0,0.00822212971836676,-0.38136515674814037,0.4821303433777155,-449.0,0.8555302672185223,-0.3267976742815715,-1.1107217700314607,-0.8804893005915313,-0.38136515674814037
MICROCHIP_SQUARE,UV_VISOR_RED,42,microchip,uv_visor,-0.0233252558111021,0.0018943025214655969,0.5129458883609194,0.4783569348197248,531.5,-0.0030646404887488174,-0.6911712574723563,0.4830772320980215,-804.5,-2.0517460288876235,-1.1326620393403157,0.313051500391095,-1.2659826159787164,-0.6911712574723563
SLEEP_POD_NYLON,PANEL_4X4,1,sleep_pod,panel,-0.0232602292258739,-0.0003219651730078167,-0.43571847808968595,0.46979395879175834,-416.0,0.007293155376715328,0.1236618732507736,0.4708941788357672,123.0,,-2.3591656338149676,,1.1019186852524683,-0.43571847808968595
MICROCHIP_RECTANGLE,PEBBLES_M,55,microchip,pebbles,0.0231165053909772,-0.017462561344924472,-1.4925708126141979,0.4770716009654063,-2224.0,-0.005017649963235651,-0.5634479342663415,0.47988736926790027,-841.5,-0.9039057551701815,0.03453091167312629,-2.733154362880407,0.4280299980435993,-1.4925708126141979
PEBBLES_M,SNACKPACK_PISTACHIO,13,pebbles,snackpack,-0.0230433954094447,0.009612353950996484,1.1327564073619332,0.47085920288403765,588.0,0.005944006427342674,0.8554128165552698,0.47085920288403765,437.0,-0.9350690110630653,-0.14776776036337635,0.9943895575805276,-0.2957016113839694,0.8554128165552698
PANEL_2X4,ROBOT_MOPPING,6,panel,robot,0.0228902517463225,-0.015713770014212664,-1.2843115662330435,0.4751325928149705,-1408.5,0.0006018130854414932,-0.3415745230278818,0.4867407185029521,-396.5,-1.3481860548337612,0.4728983299468188,-0.5899543148466209,1.049117553967765,-1.2843115662330435
MICROCHIP_SQUARE,UV_VISOR_ORANGE,1,microchip,uv_visor,-0.0227233769916141,-0.0023523968923196315,0.31480947280829524,0.481496299259852,330.5,-0.0005635936599876546,0.3128505844914263,0.48239647929585916,336.5,,1.0869905610377772,,-1.1627821335290116,0.3128505844914263
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_VACUUMING,170,galaxy_sounds,robot,-0.0226180432987117,0.012849836966697866,0.784851781565331,0.4785837826838946,706.0,-0.010336721408096987,-0.8483194058475823,0.4835690304201852,-711.0,-0.307761075780557,2.35410924699919,0.0369333383441603,1.1585930930692547,-0.8483194058475823
PANEL_4X4,UV_VISOR_AMBER,38,panel,uv_visor,0.0225963407785568,-0.01346809360496248,-0.5176816268203744,0.4700331292038952,-393.0,-0.004986359155660277,0.053722370189221665,0.46872803935347856,37.0,0.4162991742957898,-1.0034195454202743,-1.2280251116368455,-0.4634470651329333,-0.5176816268203744
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,18,oxygen_shake,oxygen_shake,0.0225641419490958,-0.0051211990201243795,-0.625262576177683,0.30548041278429017,-508.0,0.004204992742558816,0.48504551925754347,0.3093878368900912,369.0,1.0468909022698825,1.259578478190653,-0.5283371835838105,1.3230662758397862,-0.625262576177683
UV_VISOR_ORANGE,SLEEP_POD_LAMB_WOOL,10,uv_visor,sleep_pod,0.022561805703085,0.00067251927053239,0.746756634850159,0.4795274802282511,769.0,-0.002214871408572148,0.7012516609506543,0.47542296526178796,756.0,1.004766930072037,1.2870729684624183,-0.02268438869298694,-0.03936044199760854,0.7012516609506543
SLEEP_POD_SUEDE,MICROCHIP_RECTANGLE,1,sleep_pod,microchip,0.0225553470547492,-0.0034121541924255422,-0.6070553092496179,0.47489497899579913,-745.5,-0.014545793727211136,-1.487436466012728,0.47499499899979997,-1844.5,,-0.005640072731117563,,0.1447981783117834,-1.487436466012728
MICROCHIP_SQUARE,PANEL_1X4,36,microchip,panel,-0.0224749972729518,-0.005292883874333193,-0.14130882389319738,0.4781692261367058,-135.5,-0.0059071943416053796,-0.9293969738334502,0.4746562280437619,-786.0,-0.297836834697895,-0.6380221953138618,-1.5505442465851456,0.9367329413570701,-0.9293969738334502
PANEL_1X2,MICROCHIP_TRIANGLE,17,panel,microchip,-0.0223481971130286,-0.0036940154774893074,-0.6665571000138654,0.4726507713884993,-998.0,-0.014329357749819142,-1.2766437230671142,0.4722500500901623,-1612.0,0.42969188614190407,-0.4928951127194677,-1.305791029163544,-1.3837231287893021,-1.2766437230671142
MICROCHIP_TRIANGLE,TRANSLATOR_SPACE_GRAY,55,microchip,translator,-0.0222580957794737,0.0007800872642335846,-0.7023891649858582,0.47325020112630733,-663.0,0.0018868428742837842,-0.607241191398463,0.4751609010458568,-538.5,1.0910976352383353,-1.0694007543419894,-0.13862579347267132,-1.334942104512324,-0.7023891649858582
SNACKPACK_PISTACHIO,GALAXY_SOUNDS_DARK_MATTER,1,snackpack,galaxy_sounds,-0.0222534465411561,0.0017109531990139454,0.08437983170180546,0.4634926985397079,86.0,-0.008180723062226412,0.02074411291614352,0.4576915383076615,20.5,,0.9642863079842705,,-0.10532101988191764,0.02074411291614352
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ASTRO_BLACK,30,galaxy_sounds,translator,-0.0222466097956574,-0.0077791555842929745,-0.4747752555469433,0.47045842110542685,-422.0,-0.03015261238133559,-1.428274325008763,0.4657438057979737,-1292.5,0.2721238006179029,1.4079084702239277,0.8650055925696185,-0.558109151340954,-1.428274325008763
UV_VISOR_RED,GALAXY_SOUNDS_DARK_MATTER,180,uv_visor,galaxy_sounds,-0.0221305131666564,0.016968839002086514,1.6396912918025877,0.4808025257154496,1669.5,-0.005400327260132613,-0.24452706408830088,0.47245136979325797,-241.5,0.1402732286013821,0.2802991102887845,1.3833716618695202,-1.3714584747576077,-0.24452706408830088
PEBBLES_XL,MICROCHIP_CIRCLE,120,pebbles,microchip,0.022082848219163,0.01743651613893826,1.831330186727732,0.49002935519789453,1592.0,-0.015087299967122877,-0.7474787623468742,0.48010932280595203,-708.5,-0.630217041991209,0.8787531061767115,1.0627897205246712,0.7198472316764486,-0.7474787623468742
TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,1,translator,translator,-0.021902769329067,0.004216201149974634,0.6375548339518488,0.47789557911582314,632.0,0.011515043595221984,0.44614825493798527,0.47379475895179035,433.0,,-0.8003483498259798,,1.0964243654202166,0.44614825493798527
OXYGEN_SHAKE_CHOCOLATE,PEBBLES_XS,39,oxygen_shake,pebbles,0.0218833817449965,0.030832117568374645,2.5173614314083057,0.4857429718875502,3711.0,0.008378263826753884,1.1426079881619784,0.46817269076305223,1646.5,-1.6694520231203127,1.824897987825158,0.48331787027896983,-1.0717584411877885,1.1426079881619784
MICROCHIP_SQUARE,GALAXY_SOUNDS_SOLAR_WINDS,30,microchip,galaxy_sounds,-0.0218016486079329,-0.0036756065798155264,-0.4011552486135997,0.47537365834085665,-412.0,-0.003958115831387773,-0.6715722588996872,0.48038920654027484,-732.0,-1.155360530671917,0.4134897344289999,1.2088888666631468,0.1743560196912494,-0.6715722588996872
ROBOT_DISHES,SNACKPACK_CHOCOLATE,40,robot,snackpack,-0.0217505418112365,0.015418429044323737,1.4343210545587644,0.470127522843659,923.5,-0.005635663435248194,-0.8946185846523113,0.11677879305151119,-290.5,-0.30405016070554164,0.40699754232973184,0.3523834960242134,-1.6266563948493316,-0.8946185846523113
UV_VISOR_RED,TRANSLATOR_VOID_BLUE,26,uv_visor,translator,0.0217316558806618,0.004520786927356172,0.16508605940941484,0.47438082823623784,180.0,0.009033667295233451,0.6790990135620535,0.47999598917076103,751.0,1.55610222392769,-0.11360835973744342,0.4294844426943226,-0.12982106483972328,0.16508605940941484
UV_VISOR_MAGENTA,SNACKPACK_VANILLA,24,uv_visor,snackpack,0.0217144790717082,-0.00904320286361603,0.2171439359780715,0.47017543859649125,138.5,-0.005480954163791476,-0.027252047308168353,0.4687719298245614,-17.5,0.2471886586437308,0.4270533049954531,-0.21752768535368122,0.9172839088835621,-0.027252047308168353
ROBOT_IRONING,PANEL_2X4,11,robot,panel,0.0216545150513199,0.008594559895840785,0.7342883678141131,0.3055666800160192,651.5,-0.011770795004701703,-1.2198942878227268,0.27943532238686425,-1119.0,0.040395436924548105,1.0530042167491243,1.5417977603785313,0.7010917229432905,-1.2198942878227268
PANEL_2X2,PANEL_4X4,85,panel,panel,0.0216121949599001,-0.008761621946121442,0.2733693683320687,0.471454508775469,259.0,-0.0022413245492094195,0.12364251351352087,0.4717571111559411,121.5,0.36932446125576535,-1.0087337789246948,-0.27440161971787896,0.4380425757774414,0.12364251351352087
SLEEP_POD_NYLON,ROBOT_MOPPING,33,sleep_pod,robot,-0.0216073562991141,-0.0028643620116493166,0.653182915816607,0.48033313265101346,714.0,0.014279400558472289,1.7176709350865202,0.4794300622115192,1977.5,-0.13383594778596047,-0.04383155114771289,1.6175863481171953,-0.665760511788433,0.653182915816607
UV_VISOR_AMBER,TRANSLATOR_ASTRO_BLACK,11,uv_visor,translator,0.0214483929923221,0.004377064457613329,0.43556024255660625,0.4677613135762915,387.0,0.006417064040768664,0.4034554522530885,0.46796155386463756,363.0,0.80988318088167,-0.6204002648338836,-1.2682263932846538,0.4218685874254971,0.4034554522530885
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_ORANGE,1,oxygen_shake,uv_visor,-0.0213732738950133,-0.007935625996204055,-0.6560111587956109,0.2999599919983997,-553.0,-0.009352386228958356,-0.7925798280524171,0.3075615123024605,-690.5,,1.7398128540419204,,0.5932134936153033,-0.7925798280524171
PANEL_2X2,PANEL_1X2,39,panel,panel,0.0213418974482105,0.005740078277549464,0.56375937231952,0.4744979919678715,465.5,-0.026434555771431983,-2.7520536115172614,0.4535140562248996,-2505.5,-1.2498656435917166,0.10869094843443125,-0.9687960533592006,2.3583807275312214,-2.7520536115172614
PANEL_1X4,PANEL_1X2,33,panel,panel,0.0212865877306232,0.006751811051690124,0.9623988567104984,0.4763194862532611,791.0,0.008876121497192177,1.2462604603929153,0.4730082279751154,1140.0,0.7039358065048907,0.6331490895384018,0.8197091773811455,0.56482627002761,0.9623988567104984
UV_VISOR_MAGENTA,ROBOT_IRONING,9,uv_visor,robot,0.0212762163662434,-0.00281858483050762,0.11101286939165708,0.3011011011011011,108.0,0.012341330269443953,-0.456327063531299,0.2828828828828829,-395.0,0.5487806260291722,-0.36758664905758914,0.7128127035295602,1.2324652814112083,-0.456327063531299
UV_VISOR_RED,PANEL_2X4,31,uv_visor,panel,0.0212625424838091,-0.001693097627649688,-0.4234624666550471,0.4701043338683788,-467.5,0.018578070092938163,2.408911258919112,0.48465088282504015,2848.0,1.855279629611865,-0.514431098083581,-0.5095553992351759,0.09915522806392643,-0.4234624666550471
ROBOT_IRONING,TRANSLATOR_SPACE_GRAY,175,robot,translator,0.0211941474470337,0.011554221250962863,1.025540666146985,0.30272801302931596,759.5,-0.017526338529677762,-1.4869069993042727,0.276364006514658,-1011.0,0.23875598813243773,0.2650593989064265,1.2857111219516153,-1.2440329870643763,-1.4869069993042727
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,19,oxygen_shake,snackpack,-0.0211749977721777,0.009417488066258774,1.0291915793748192,0.4803607214428858,825.5,-0.02163498298395245,-1.2856349069685522,0.4671342685370741,-1024.0,-0.5305305151491004,1.536206691883996,0.41856569539995964,-0.8291053750262802,-1.2856349069685522
MICROCHIP_RECTANGLE,SLEEP_POD_NYLON,25,microchip,sleep_pod,0.021126907009582,-0.02103803639033503,-2.240347037191161,0.4649087627832364,-2039.0,0.005652334276137662,0.4551019245739225,0.4795468217365149,453.0,0.9355964405665042,-2.0710960368047227,1.2485355729118235,0.6894530017849825,-2.240347037191161
PANEL_2X2,TRANSLATOR_ASTRO_BLACK,195,panel,translator,0.0211118766836651,-0.01475750913047168,-1.447318090738924,0.4641982864137087,-1262.5,-0.015574338247178786,-1.3044790927499688,0.4700122399020808,-1160.0,-0.7657102278958701,-1.52384198790249,1.5052820897256771,0.13402721168855208,-1.447318090738924
ROBOT_DISHES,PANEL_1X4,100,robot,panel,0.0211075759067912,0.010078788307638318,0.7385212564840061,0.4759066572381049,696.0,0.004836915643228446,0.622043030016414,0.11869885847055259,257.5,-0.5109589120242138,-0.3808020367446956,0.7393652514678791,-0.36754508581555306,0.622043030016414
MICROCHIP_TRIANGLE,PEBBLES_L,70,microchip,pebbles,-0.021103039658573,0.0008377449817989043,-0.2640830445288083,0.48343236982576293,-392.0,-0.005835301846323137,-1.1481510100465844,0.4801087722832108,-1687.0,-0.5931673471890929,0.8692307520983248,-0.4708532644277761,-0.27193891350984145,-1.1481510100465844
PEBBLES_S,SNACKPACK_STRAWBERRY,5,pebbles,snackpack,0.0211026220190067,-0.013706402002670984,-0.8246494205208377,0.4740844506704022,-664.5,-0.022210800987156862,-1.9891675402349553,0.46848108865319193,-1593.5,-1.940984723653387,0.02685762559497508,-0.9225332845706561,0.1935882657170425,-1.9891675402349553
SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,24,sleep_pod,sleep_pod,-0.0210964403780367,-0.0009283339013890154,-0.34375270402672764,0.4791979949874687,-389.5,0.02213344756151142,2.547814344478129,0.4932330827067669,3186.5,-0.9176894505371236,2.0776184214973368,0.5499545077243095,1.6288092351704517,-0.34375270402672764
SLEEP_POD_COTTON,GALAXY_SOUNDS_DARK_MATTER,90,sleep_pod,galaxy_sounds,-0.0210953756628598,-0.013803113147898319,-1.4855909499837363,0.46906852356443635,-1528.5,-0.007609814388731299,-0.9962931103231192,0.476334645271975,-995.0,1.646739817377662,0.029115344514780706,0.5099433983572869,-0.3720400562714794,-1.4855909499837363
PANEL_4X4,SNACKPACK_RASPBERRY,1,panel,snackpack,-0.0210755888528474,-0.013968806327253874,-1.0456395331391957,0.46889377875575117,-837.5,-0.006919218244182919,0.42146833590661836,0.47299459891978396,334.5,,-0.8064070877696996,,0.7440007020174376,-1.0456395331391957
TRANSLATOR_ASTRO_BLACK,SNACKPACK_CHOCOLATE,65,translator,snackpack,-0.0210304831607362,0.007720639446638113,0.10107302301049653,0.462250855647272,65.0,0.016799752085115867,2.595573222179013,0.4813770887859875,1668.0,0.4548589093320704,0.7716589961788071,0.9021362228536479,-0.28630251244539906,0.10107302301049653
OXYGEN_SHAKE_GARLIC,PANEL_1X2,30,oxygen_shake,panel,0.0210048085469593,-0.012691160533774387,-1.127041118874778,0.474370548700973,-933.5,0.012389525962488893,1.5943757151058673,0.4821948038920654,1470.0,0.20392787240402044,1.7738004293522884,1.2988648801750144,1.2057499693333207,-1.127041118874778
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,19,oxygen_shake,snackpack,0.0209934397241767,-0.005179139815003567,-0.4425715287338942,0.46733466933867734,-353.0,0.02299283414497481,1.668207059418018,0.4775551102204409,1322.0,0.4660536152820478,-0.8944832607384209,-0.7178548604100726,1.122765215686437,-0.4425715287338942
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,36,galaxy_sounds,galaxy_sounds,0.0209379241464232,0.01628324523959057,3.295413938776768,0.4807788818628927,3366.0,-0.009094967561885147,-0.93842391337918,0.4735521429288367,-1017.0,0.9867671140133785,0.5954064712015569,0.20152641424514864,-0.5415073499602191,-0.93842391337918
TRANSLATOR_SPACE_GRAY,OXYGEN_SHAKE_MORNING_BREATH,155,translator,oxygen_shake,0.0209297162786731,-0.0007903257747176101,1.021416511870815,0.47653392929703375,993.0,0.0019314317047653196,0.005389478710740205,0.4735879723689557,5.0,-0.5578597491855753,-0.7525062747657683,-1.9702254605310516,-1.2937167830766891,0.005389478710740205
PEBBLES_M,UV_VISOR_AMBER,125,pebbles,uv_visor,-0.0208976785034604,0.005311213830809123,0.050328842343869064,0.4764026736884748,38.0,-0.009903938591625269,-1.1156739667456181,0.464958476807778,-762.5,0.012438819087638194,0.37968096087959513,-1.0726453102818836,0.4402644742348619,-1.1156739667456181
PEBBLES_M,GALAXY_SOUNDS_BLACK_HOLES,185,pebbles,galaxy_sounds,-0.0208921788775289,-0.007342650456314647,-0.9031061407900057,0.4743223965763195,-977.5,-0.0044776548952077016,-0.34299166714571283,0.47972284491542694,-419.5,-0.29852409736865115,-0.3748893024172313,0.03267264645813615,-1.9888143417663466,-0.9031061407900057
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_RECTANGLE,18,galaxy_sounds,microchip,0.0208559519260393,-0.021812096989756353,-1.7116851498481072,0.47069431920649235,-2092.0,-0.0003000527307953882,0.37396584613285805,0.47590421801422705,463.5,0.4138798412046419,0.4207511988082314,-0.3004192494019179,-0.3531233870691415,-1.7116851498481072
SNACKPACK_CHOCOLATE,TRANSLATOR_SPACE_GRAY,2,snackpack,translator,-0.0208541263665821,-0.006511760160209878,-0.7945979168386864,0.46373912173652093,-744.0,0.019223186303644578,1.0470853133864728,0.47294188256476943,925.5,1.1119366564120545,0.35127997504603453,,-1.1967021188897013,-0.7945979168386864
OXYGEN_SHAKE_GARLIC,PEBBLES_XS,46,oxygen_shake,pebbles,-0.0208357755325169,-0.004835612225112632,-0.9035119568652087,0.4839746810007033,-1338.0,0.020729214573925684,1.1148658828769338,0.48437656987842864,1639.5,-0.6682890385606298,-3.2579548458927325,0.9083616832873559,0.16438386423646764,-0.9035119568652087
PEBBLES_L,MICROCHIP_OVAL,26,pebbles,microchip,-0.0207642217221319,-0.0020057740376170433,-0.17867972686039185,0.4784919282061566,-229.0,0.005558980926316943,0.4817398413541417,0.4811992379424446,445.0,0.32637419690295183,0.7027769212393292,-0.22353752102704869,-1.6453175161529079,-0.17867972686039185
PEBBLES_XS,GALAXY_SOUNDS_DARK_MATTER,42,pebbles,galaxy_sounds,0.0207640177066772,0.004926580771404221,0.982099443269643,0.4764487295370091,1016.5,-0.011926014319264874,-0.902128769617268,0.4764487295370091,-906.0,-1.6799164083054974,-0.3181111554214721,1.7545069427619437,-0.10490935765877753,-0.902128769617268
SNACKPACK_RASPBERRY,MICROCHIP_SQUARE,26,snackpack,microchip,-0.0207512624347124,0.010247902793440785,0.7607808849596186,0.4762859721247368,1652.5,0.008045053354557699,0.0938333491956549,0.48099869648049737,208.5,1.1596097519193895,-0.758795464854414,1.4040382916621912,-1.8369288855460981,0.0938333491956549
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_LAUNDRY,145,oxygen_shake,robot,-0.0207150339544365,-0.0014556489464159603,-0.19714651079797899,0.4708747716663284,-193.0,-0.016547526783602575,-1.4703395893376325,0.4676273594479399,-1288.5,-1.0281215373748005,-0.4179067080759355,-0.6682291149975795,0.2705030581354988,-1.4703395893376325
PANEL_2X4,SLEEP_POD_NYLON,45,panel,sleep_pod,0.0206717709950354,-0.0013768851278753867,-0.5323726795818255,0.47920433996383366,-483.0,0.00144493619670813,0.2955760233151996,0.4743821579264617,293.5,-0.9715319128456877,0.2211376494259669,1.6465061695799958,-1.0171864549598153,-0.5323726795818255
MICROCHIP_OVAL,PEBBLES_L,15,microchip,pebbles,-0.0206709718511931,0.015239783881504683,1.801488830618345,0.48888221153846156,2687.5,0.004530398646192412,-0.4542378029930496,0.47345753205128205,-667.0,-0.6996662344940887,0.11887943065198622,-1.5892414051361758,-0.9719352366757096,-0.4542378029930496
SNACKPACK_PISTACHIO,PANEL_4X4,145,snackpack,panel,0.0206532592142828,-0.013838767106426904,-1.947346866647297,0.4567688248427035,-1810.0,-0.011114790112546817,-1.055563613174789,0.4561599350517556,-1018.0,-1.7660791503895403,1.3757781561345752,2.085824676970085,-0.3483467659876455,-1.947346866647297
SNACKPACK_STRAWBERRY,GALAXY_SOUNDS_DARK_MATTER,1,snackpack,galaxy_sounds,-0.0206324055251818,0.007246147389043222,0.7032335870695078,0.47539507901580313,725.0,-0.005114045949362774,-0.30032852953137024,0.4695939187837567,-300.0,,1.2676624962866492,,-0.7539616759715649,-0.30032852953137024
PANEL_4X4,MICROCHIP_SQUARE,145,panel,microchip,-0.0206321262115138,-0.004225072954166996,-0.39097920958091487,0.4793992287395981,-842.0,0.008452231629766039,0.44552294241606605,0.48386442053988227,980.5,-0.5816126134565792,1.0436379630957795,-0.1762304189507213,0.23375222188956132,-0.39097920958091487
TRANSLATOR_VOID_BLUE,SNACKPACK_STRAWBERRY,55,translator,snackpack,0.0205754526640585,-0.0012329877001768116,-0.630571314858578,0.4723451327433628,-505.0,-0.0037064463456355757,-0.14816025820303327,0.46932823813354785,-117.5,2.3097476439963764,1.0179720609337013,-0.798724113575424,0.5250733193075522,-0.630571314858578
ROBOT_DISHES,PANEL_1X2,105,robot,panel,0.0205527417635146,-0.010605056360989082,-1.7127369846209213,0.46674752375176876,-1396.0,-0.01087426380484405,-0.9582539035955182,0.11643420254699818,-434.0,-0.13582194473778028,1.1956120031701167,0.5922998270215712,-0.6070956179514027,-1.7127369846209213
UV_VISOR_ORANGE,SLEEP_POD_SUEDE,10,uv_visor,sleep_pod,-0.0205429556530844,0.0018884147342321028,0.6123052247444779,0.4775252778055861,719.0,-0.022435487830178444,-2.020849602489991,0.4713184502953249,-2385.0,-2.6547983867918505,-1.1870750136171253,-0.5790623181883422,0.9486576638492984,-2.020849602489991
OXYGEN_SHAKE_MINT,PEBBLES_XL,60,oxygen_shake,pebbles,0.0205142585694847,0.014502570451447053,1.5831221590236675,0.4949190059362109,4725.5,0.017586263783916305,1.463875334741084,0.4958245296307476,4353.0,0.7119126847417768,-0.7961641066614296,-1.037970135639474,0.751690099887625,1.463875334741084
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,1,panel,oxygen_shake,-0.0205100753780362,-0.0037035771984772698,0.31550642763920184,0.4733946789357872,313.0,-0.01094671987083413,-1.5958671878764363,0.46279255851170237,-1501.0,,-1.752517988282927,,-1.9201715091166682,-1.5958671878764363
UV_VISOR_RED,TRANSLATOR_SPACE_GRAY,55,uv_visor,translator,-0.0205061531188066,0.005750534829482758,0.8314399982199003,0.4784794851166533,781.0,-0.0029145845818255647,0.1954022516546166,0.4735518905872888,173.0,-0.002821668831138706,-1.8606104758401947,-2.283042638991626,-1.6488137333729433,0.1954022516546166
