i,j,lag,ic,abs_ic
MICROCHIP_OVAL,MICROCHIP_CIRCLE,2,0.00758600398794296,0.00758600398794296
MICROCHIP_OVAL,MICROCHIP_CIRCLE,3,0.010115668365741112,0.010115668365741112
MICROCHIP_OVAL,MICROCHIP_CIRCLE,5,0.007097878477658054,0.007097878477658054
MICROCHIP_OVAL,MICROCHIP_CIRCLE,10,-0.0020268591280421908,0.0020268591280421908
MICROCHIP_OVAL,MICROCHIP_CIRCLE,20,-0.006207026534154202,0.006207026534154202
MICROCHIP_OVAL,MICROCHIP_CIRCLE,50,-0.0022793664733169474,0.0022793664733169474
ROBOT_IRONING,SLEEP_POD_COTTON,1,-0.002264269834474576,0.002264269834474576
ROBOT_IRONING,SLEEP_POD_COTTON,2,-0.0012243504768312083,0.0012243504768312083
ROBOT_IRONING,SLEEP_POD_COTTON,3,0.0029612899832217893,0.0029612899832217893
ROBOT_IRONING,SLEEP_POD_COTTON,5,0.009869158923535166,0.009869158923535166
ROBOT_IRONING,SLEEP_POD_COTTON,10,0.006437271832662215,0.006437271832662215
ROBOT_IRONING,SLEEP_POD_COTTON,20,-0.0007188851693889692,0.0007188851693889692
ROBOT_IRONING,SLEEP_POD_COTTON,50,0.0004984941736442943,0.0004984941736442943
PEBBLES_S,OXYGEN_SHAKE_MINT,1,-0.0009389777699381055,0.0009389777699381055
PEBBLES_S,OXYGEN_SHAKE_MINT,2,0.005710076247939201,0.005710076247939201
PEBBLES_S,OXYGEN_SHAKE_MINT,3,-0.002054690574696381,0.002054690574696381
PEBBLES_S,OXYGEN_SHAKE_MINT,5,-0.00231275784942821,0.00231275784942821
PEBBLES_S,OXYGEN_SHAKE_MINT,10,-0.005315812993008731,0.005315812993008731
PEBBLES_S,OXYGEN_SHAKE_MINT,20,0.005401484214889541,0.005401484214889541
PEBBLES_S,OXYGEN_SHAKE_MINT,50,0.005474451570427967,0.005474451570427967
SLEEP_POD_NYLON,UV_VISOR_YELLOW,1,0.006814022743083836,0.006814022743083836
SLEEP_POD_NYLON,UV_VISOR_YELLOW,2,-0.0019255904785130233,0.0019255904785130233
SLEEP_POD_NYLON,UV_VISOR_YELLOW,3,-0.004937191926759364,0.004937191926759364
SLEEP_POD_NYLON,UV_VISOR_YELLOW,5,-0.0058684081259216085,0.0058684081259216085
SLEEP_POD_NYLON,UV_VISOR_YELLOW,10,-0.006912137681184863,0.006912137681184863
SLEEP_POD_NYLON,UV_VISOR_YELLOW,20,0.009085752267334138,0.009085752267334138
SLEEP_POD_NYLON,UV_VISOR_YELLOW,50,-0.007882845473570751,0.007882845473570751
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,1,0.0007204731773060528,0.0007204731773060528
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,2,-0.006716239498552253,0.006716239498552253
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,3,-0.006502847155418694,0.006502847155418694
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,5,0.0013878319263899925,0.0013878319263899925
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,10,0.0033862765449750166,0.0033862765449750166
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,20,0.003930657614333851,0.003930657614333851
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,50,-0.002553249374273741,0.002553249374273741
SLEEP_POD_NYLON,ROBOT_MOPPING,1,0.001803525186586985,0.001803525186586985
SLEEP_POD_NYLON,ROBOT_MOPPING,2,0.0036487653835950012,0.0036487653835950012
SLEEP_POD_NYLON,ROBOT_MOPPING,3,0.010948672504249447,0.010948672504249447
SLEEP_POD_NYLON,ROBOT_MOPPING,5,-0.0010109774695132086,0.0010109774695132086
SLEEP_POD_NYLON,ROBOT_MOPPING,10,-0.008403279661444411,0.008403279661444411
SLEEP_POD_NYLON,ROBOT_MOPPING,20,-0.0034691476249508004,0.0034691476249508004
SLEEP_POD_NYLON,ROBOT_MOPPING,50,0.0013557494624854137,0.0013557494624854137
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,1,-0.002984361091955462,0.002984361091955462
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,2,0.005017955078128096,0.005017955078128096
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,3,-0.0032506249580434507,0.0032506249580434507
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,5,0.005346341453293552,0.005346341453293552
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,10,0.014563005184798411,0.014563005184798411
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,20,-0.0025535802676880117,0.0025535802676880117
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,50,0.005414746616664456,0.005414746616664456
PEBBLES_L,ROBOT_LAUNDRY,1,0.008222017733810164,0.008222017733810164
PEBBLES_L,ROBOT_LAUNDRY,2,-0.00012438891584576282,0.00012438891584576282
PEBBLES_L,ROBOT_LAUNDRY,3,0.005134668270925437,0.005134668270925437
PEBBLES_L,ROBOT_LAUNDRY,5,0.006508950101028127,0.006508950101028127
PEBBLES_L,ROBOT_LAUNDRY,10,0.006906984382964034,0.006906984382964034
PEBBLES_L,ROBOT_LAUNDRY,20,0.0010630736279629357,0.0010630736279629357
PEBBLES_L,ROBOT_LAUNDRY,50,0.006844817444569537,0.006844817444569537
UV_VISOR_YELLOW,ROBOT_VACUUMING,1,0.010635178997163064,0.010635178997163064
UV_VISOR_YELLOW,ROBOT_VACUUMING,2,0.004104862371511697,0.004104862371511697
UV_VISOR_YELLOW,ROBOT_VACUUMING,3,0.010785078196236232,0.010785078196236232
UV_VISOR_YELLOW,ROBOT_VACUUMING,5,0.003229355395235048,0.003229355395235048
UV_VISOR_YELLOW,ROBOT_VACUUMING,10,0.002927206059056499,0.002927206059056499
UV_VISOR_YELLOW,ROBOT_VACUUMING,20,0.0002261354512521184,0.0002261354512521184
UV_VISOR_YELLOW,ROBOT_VACUUMING,50,-0.005400090590656181,0.005400090590656181
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,1,0.009443397285345297,0.009443397285345297
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,2,-0.009384514705804247,0.009384514705804247
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,3,-0.0010071502566390046,0.0010071502566390046
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,5,-0.0006615524538159278,0.0006615524538159278
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,10,0.003017343394122183,0.003017343394122183
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,20,0.008959917854998879,0.008959917854998879
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,50,0.005077189798772878,0.005077189798772878
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,1,0.0030378953852000707,0.0030378953852000707
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,2,0.011390879490510606,0.011390879490510606
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,3,-0.0012050105484564455,0.0012050105484564455
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,5,0.00435649343746393,0.00435649343746393
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,10,-0.002722247939401226,0.002722247939401226
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,20,0.0011667653410783595,0.0011667653410783595
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,50,0.0071970301123228065,0.0071970301123228065
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,1,0.005978200669892656,0.005978200669892656
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,2,-0.0021145825273651687,0.0021145825273651687
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,3,-0.006655541029637178,0.006655541029637178
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,5,0.003846876592390708,0.003846876592390708
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,10,-0.0001843205588230107,0.0001843205588230107
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,20,-0.005194727998742253,0.005194727998742253
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,50,0.0066783251921976065,0.0066783251921976065
OXYGEN_SHAKE_GARLIC,PANEL_2X4,1,-0.006972707366736654,0.006972707366736654
OXYGEN_SHAKE_GARLIC,PANEL_2X4,2,-0.007120589644454963,0.007120589644454963
OXYGEN_SHAKE_GARLIC,PANEL_2X4,3,-0.00024099083644286054,0.00024099083644286054
OXYGEN_SHAKE_GARLIC,PANEL_2X4,5,-0.011822915861971236,0.011822915861971236
OXYGEN_SHAKE_GARLIC,PANEL_2X4,10,-0.007706269515008268,0.007706269515008268
OXYGEN_SHAKE_GARLIC,PANEL_2X4,20,-0.005584578857097666,0.005584578857097666
OXYGEN_SHAKE_GARLIC,PANEL_2X4,50,0.007205778501898501,0.007205778501898501
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,1,0.0013742762408262181,0.0013742762408262181
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,2,-0.0018104819891259624,0.0018104819891259624
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,3,0.007109455139628833,0.007109455139628833
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,5,0.002070629458033303,0.002070629458033303
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,10,-0.011903999050343528,0.011903999050343528
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,20,-0.003806156027435701,0.003806156027435701
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,50,-0.004400778815104264,0.004400778815104264
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,1,0.01132958817746777,0.01132958817746777
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,2,-0.010258187019471612,0.010258187019471612
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,3,0.0008515923819431044,0.0008515923819431044
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,5,-0.006311215690418502,0.006311215690418502
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,10,0.001298040791020667,0.001298040791020667
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,20,0.005242444366257715,0.005242444366257715
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,50,0.007910606201316058,0.007910606201316058
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,1,0.0025999316997739135,0.0025999316997739135
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,2,-0.006651743077000823,0.006651743077000823
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,3,0.006177506552279205,0.006177506552279205
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,5,0.002141348684410392,0.002141348684410392
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,10,-0.0038981399852921813,0.0038981399852921813
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,20,0.0022792602104069245,0.0022792602104069245
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_2X4,50,0.00014068068682362872,0.00014068068682362872
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,1,0.00255528521422208,0.00255528521422208
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,2,0.008035629363313713,0.008035629363313713
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,3,0.003122034608079504,0.003122034608079504
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,5,0.004898822874403653,0.004898822874403653
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,10,0.011175498671782505,0.011175498671782505
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,20,0.009743715884723314,0.009743715884723314
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,50,-0.0038513748344348397,0.0038513748344348397
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,1,0.00845681544532781,0.00845681544532781
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,2,0.0020344963365065277,0.0020344963365065277
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,3,0.006712859249286576,0.006712859249286576
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,5,-0.002469100368175076,0.002469100368175076
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,10,-0.002618022069065053,0.002618022069065053
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,20,-0.00553706979629092,0.00553706979629092
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,50,0.003832150859668938,0.003832150859668938
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,1,-0.0045254508075607885,0.0045254508075607885
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,2,-0.0014107488580336214,0.0014107488580336214
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,3,0.004651549573279509,0.004651549573279509
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,5,-0.008498080173316444,0.008498080173316444
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,10,-0.0031615430665829884,0.0031615430665829884
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,20,0.003958936932820712,0.003958936932820712
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,50,0.0012646020625178755,0.0012646020625178755
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,1,-0.0037567975435421224,0.0037567975435421224
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,2,6.756934132171506e-05,6.756934132171506e-05
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,3,0.0015248868676175427,0.0015248868676175427
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,5,-0.009460412496535791,0.009460412496535791
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,10,-0.008609960600268467,0.008609960600268467
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,20,-0.001768138158496288,0.001768138158496288
