product,group,n_obs,sine_omega,sine_period,sine_A,sine_R2,sine_drift_c,poly1_R2,poly3_R2,poly5_R2,n_distinct_mids,lattice_ratio,gzip_ratio,chi2_symbolic,chi2_p,mod_K_best,mod_K_best_R2,anchor_n_spikes,anchor_revert_frac,rf_train_R2,rf_oos_R2,rf_top_feature
PANEL_4X4,panel,30000,0.0005291103416572284,11874.999999999998,366.6350642107213,0.3148777292814884,-0.003913898332477482,0.0062842827043017024,0.2269231675660065,0.448561584985924,3841,0.12803333333333333,0.19956666666666667,6.8833716296995595,0.14218136437167328,20000,0.7797574081313048,137,0.6204379562043796,0.9878942341461767,0.3065163773469496,PANEL_1X2
PEBBLES_L,pebbles,30000,0.00020943951023931953,30000.0,980.9608115910924,0.5536459932822095,-0.044706282509183855,0.058773891097721465,0.5761292629185026,0.6515869010321051,4827,0.1609,0.21296666666666667,5.789489483694552,0.21543057060854554,20000,0.6894595291839781,137,0.6131386861313869,0.9869214998928494,0.0032344305859490774,ROBOT_IRONING
PEBBLES_M,pebbles,30000,0.00020943951023931953,30000.0,577.3442471354105,0.6688242240440865,0.02140101802583062,0.5213740655211186,0.6356259295492701,0.7533962448292874,5096,0.16986666666666667,0.21363333333333334,7.24024889366873,0.1237239004094558,20000,0.45307791629121463,155,0.5806451612903226,0.9931064780697946,-1.5230542922528136,MICROCHIP_RECTANGLE
PEBBLES_S,pebbles,30000,0.00020943951023931953,30000.0,373.14494390141783,0.8663917011321614,-0.103265575853224,0.7984201117175221,0.8475520917121124,0.8851127493109852,6202,0.20673333333333332,0.21436666666666668,5.032675269918174,0.28396121086758197,20000,0.24631488937623613,146,0.636986301369863,0.9811513092010209,-6.195173465828938,TRANSLATOR_VOID_BLUE
PEBBLES_XL,pebbles,30000,0.00020943951023931953,30000.0,1689.1074370107947,0.8685255715951443,0.27671266209813444,0.6869995838453826,0.8428030026741217,0.8980606910523034,10051,0.33503333333333335,0.2332375,4.789893746504075,0.3095428458022109,20000,0.47104249109204344,187,0.5454545454545454,0.9926415231216604,-2.064914427307353,UV_VISOR_MAGENTA
PEBBLES_XS,pebbles,30000,0.00020943951023931953,30000.0,466.72333860737535,0.9495093147912232,-0.15014276332341786,0.9003594291951938,0.9484784680960714,0.9507690466421476,8101,0.27003333333333335,0.21346666666666667,7.185076526344596,0.1264250807326791,20000,0.20328127636385962,132,0.5984848484848485,0.9987512431024331,-1.1276991121302906,MICROCHIP_SQUARE
ROBOT_DISHES,robot,30000,0.0008487811730751372,7402.597402597402,159.4151323225269,0.8063543195787797,0.05585407719616713,0.7648879596073446,0.7862297251135519,0.844967096937596,3048,0.1016,0.14849583333333333,17943.285644058058,0.0,20000,0.21284319019878362,831,0.7545126353790613,0.9904298848178541,-5.939186263274197,SLEEP_POD_SUEDE
ROBOT_IRONING,robot,30000,0.0005291103416572284,11874.999999999998,289.7601003713866,0.8369879024596516,-0.07640206671281291,0.7659495002197669,0.7876685892131196,0.8992004485157205,631,0.021033333333333334,0.08672916666666666,379.11612116459884,0.0,20000,0.3153051749999457,56,0.75,0.9961919308176287,-0.5261125671785976,OXYGEN_SHAKE_MORNING_BREATH
ROBOT_LAUNDRY,robot,30000,0.00020943951023931953,30000.0,563.1865850825931,0.8640408882454591,-0.025715299694086268,0.6294286469076982,0.8466447223393092,0.8800111007767171,3912,0.1304,0.19670416666666668,1.5657574989859335,0.8149329683282329,20000,0.27184025708373927,103,0.5436893203883495,0.9867649510590932,-8.578709417334435,SLEEP_POD_POLYESTER
ROBOT_MOPPING,robot,30000,0.00020943951023931953,30000.0,773.9732561227838,0.7226881246324398,0.014799420135681557,0.5230826161925619,0.6922593385451485,0.7946363935450061,4826,0.16086666666666666,0.2016625,5.4098296792150355,0.24776995443674632,20000,0.5333858402355725,234,0.6538461538461539,0.996848973675745,-0.48372796355439074,MICROCHIP_OVAL
ROBOT_VACUUMING,robot,30000,0.00020943951023931953,30000.0,384.1055364023035,0.8652558261532003,-0.029586264726547837,0.7641543046755054,0.8548571441532331,0.8851625010381299,3611,0.12036666666666666,0.19242916666666668,6.958802082061888,0.13808142939863222,20000,0.22293796766181395,144,0.5486111111111112,0.9891555215546602,-0.4825466734126158,PEBBLES_XS
SLEEP_POD_COTTON,sleep_pod,30000,0.00020943951023931953,30000.0,598.5513465191651,0.7362018893341131,0.044500527612518576,0.6450128452021802,0.7667633492639053,0.9120819834201481,6142,0.20473333333333332,0.2059875,1.0127302253206671,0.9078595672322674,20000,0.17334611819102708,198,0.5757575757575758,0.9947974503949344,-1.788223861507325,MICROCHIP_SQUARE
SLEEP_POD_LAMB_WOOL,sleep_pod,30000,0.00020943951023931953,30000.0,351.59754038726857,0.36138762182935025,-0.00011469895955281903,0.021191445214118643,0.3104086430510967,0.4756458268798561,3428,0.11426666666666667,0.2012625,4.536710313577069,0.338216752789979,20000,0.5052359141399491,138,0.5144927536231884,0.9840789598842572,0.3099452910096433,ROBOT_DISHES
SLEEP_POD_NYLON,sleep_pod,30000,0.00020943951023931953,30000.0,531.8676010427351,0.8401918050307526,0.0223868546068411,0.3315690683334712,0.8588493348100461,0.8691241309299796,4004,0.13346666666666668,0.19557916666666667,7.661469775681461,0.1047963557520264,20000,0.4875764345642043,200,0.575,0.982380946675334,-5.003014673355933,TRANSLATOR_ECLIPSE_CHARCOAL
SLEEP_POD_POLYESTER,sleep_pod,30000,0.00020943951023931953,30000.0,476.3745248930287,0.8889656176117418,0.08094912563484566,0.8020531231094611,0.9183339632124796,0.9357972346064078,5979,0.1993,0.204075,2.5490532675023014,0.6358741096257781,20000,0.10483404554309028,202,0.5841584158415841,0.9977507361542355,-0.3070459474257097,SLEEP_POD_SUEDE
SLEEP_POD_SUEDE,sleep_pod,30000,0.00020943951023931953,30000.0,673.6585586917402,0.9071211025554389,0.062238425634560175,0.6770834143700644,0.8688227002780523,0.9281254869392216,4817,0.16056666666666666,0.2028625,6.831402088782214,0.14507064678767823,20000,0.26665283027457065,167,0.6167664670658682,0.9980745520334748,-2.2274124072628525,PEBBLES_XS
SNACKPACK_CHOCOLATE,snackpack,30000,0.0008487811730751372,7402.597402597402,86.01759988593537,0.5396677808375727,-0.016837809477602397,0.4517763227160849,0.516427654193455,0.5515371299729219,1900,0.06333333333333334,0.177175,14.634323194968816,0.005522964283189102,20000,0.4118009295774231,171,0.5614035087719298,0.9936473469727002,-0.06057044259503663,SNACKPACK_VANILLA
SNACKPACK_PISTACHIO,snackpack,30000,0.0005291103416572284,11874.999999999998,99.8964721994006,0.772378951917995,-0.016663304616570583,0.6297339434799973,0.6542704839683531,0.7905802042567909,1928,0.06426666666666667,0.16442083333333332,16.449859278628566,0.002471277448049536,20000,0.37886758894912465,49,0.6326530612244898,0.9909090022024337,-3.224388653155258,MICROCHIP_SQUARE
SNACKPACK_RASPBERRY,snackpack,30000,0.0005291103416572284,11874.999999999998,106.10945263202095,0.19385979565704847,0.00023730832300691485,0.0011631090660546572,0.03239623107030798,0.2887255945253554,1634,0.05446666666666666,0.18527083333333333,1.4556980575962764,0.8344589486614198,20000,0.535847904121177,77,0.6233766233766234,0.9809211344707119,0.25068214756403173,SNACKPACK_PISTACHIO
SNACKPACK_STRAWBERRY,snackpack,30000,0.00020943951023931953,30000.0,132.01277190352144,0.7700512455068009,0.037976837322076004,0.70811333420651,0.7880902842204851,0.8405819161993239,3089,0.10296666666666666,0.18677916666666666,8.492326879123878,0.07512015328716637,20000,0.207977300963757,64,0.546875,0.9973991671405782,-0.7642282735879875,UV_VISOR_AMBER
SNACKPACK_VANILLA,snackpack,30000,0.00020943951023931953,30000.0,90.93458063145175,0.31984138467524137,0.009052788944029217,0.1901051481862921,0.30844046942133807,0.3291780994194784,1673,0.055766666666666666,0.17765,8.665304441440009,0.07003196460687444,20000,0.5707834670772907,158,0.5569620253164557,0.9955975973856759,0.6733613316137481,SNACKPACK_CHOCOLATE
TRANSLATOR_ASTRO_BLACK,translator,30000,0.00020943951023931953,30000.0,324.2126357870311,0.6870894969954957,-0.033574289842675915,0.47741538562359953,0.5938978844376044,0.8034342209377195,3560,0.11866666666666667,0.19400833333333334,3.840903329760113,0.4279652061238234,20000,0.5833283522178951,174,0.603448275862069,0.9962026555121273,-0.6106828319997213,MICROCHIP_SQUARE
TRANSLATOR_ECLIPSE_CHARCOAL,translator,30000,0.0005291103416572284,11874.999999999998,348.86911840504547,0.48564292831857503,0.005837735356786289,0.011908847656049715,0.31524630134999065,0.6509468722360536,3146,0.10486666666666666,0.19579583333333334,3.5018615052350173,0.4775953549799594,20000,0.5527052285026269,127,0.5511811023622047,0.9891639468118252,0.1287710346275286,PANEL_1X4
TRANSLATOR_GRAPHITE_MIST,translator,30000,0.00020943951023931953,30000.0,733.487225849646,0.633043212079974,-0.020239718363384968,0.21033759665579466,0.5876825576709028,0.7227175730847281,3937,0.13123333333333334,0.19765,1.5733742687143313,0.8135694434147427,20000,0.5617693720708654,140,0.6142857142857143,0.9862424359182366,-0.4137667285927036,SLEEP_POD_POLYESTER
TRANSLATOR_SPACE_GRAY,translator,30000,0.00020943951023931953,30000.0,619.9307619062537,0.7562477365846965,-0.07345802075268912,0.39830017010203134,0.6984912245458045,0.807671495476254,3722,0.12406666666666667,0.196775,5.2995700891842965,0.257917175543699,20000,0.5596134947010876,154,0.6168831168831169,0.9889952004056449,-5.982372535744409,GALAXY_SOUNDS_SOLAR_FLAMES
TRANSLATOR_VOID_BLUE,translator,30000,0.00020943951023931953,30000.0,350.8074706480562,0.7483503922933323,0.06376212469909288,0.5974783470717457,0.7142832452378345,0.8532469776426617,4135,0.13783333333333334,0.1999625,2.193448856866021,0.7002288299459202,20000,0.33098654216284085,161,0.5962732919254659,0.9964472312049959,-2.015907548132821,SLEEP_POD_SUEDE
UV_VISOR_AMBER,uv_visor,30000,0.00020943951023931953,30000.0,330.717460976774,0.9620966628986726,-0.10174328148659526,0.912138188885293,0.9696138296489712,0.973361112269102,5517,0.1839,0.18809583333333332,1.796919158643093,0.7730459644770965,20000,0.08918423382588514,186,0.5967741935483871,0.9989117734941733,-4.1723706562769385,MICROCHIP_SQUARE
UV_VISOR_MAGENTA,uv_visor,30000,0.00020943951023931953,30000.0,334.93027798894093,0.8206648786352564,0.05422165175630259,0.6748144652589818,0.8083741853773164,0.8267891288105489,4256,0.14186666666666667,0.20230416666666667,5.157087481704723,0.27155575556525,20000,0.22646850379733918,133,0.6015037593984962,0.9963945963371804,-3.374787124254211,PEBBLES_XL
UV_VISOR_ORANGE,uv_visor,30000,0.0005291103416572284,11874.999999999998,460.1862407893207,0.7117533604436277,0.04052385214321814,0.36268233575306397,0.6149434552287627,0.7350283215884112,4130,0.13766666666666666,0.20034166666666667,3.826333342422454,0.43001895987831174,20000,0.2800350147538492,206,0.6310679611650486,0.992301010337045,-0.06273548663976491,MICROCHIP_SQUARE
UV_VISOR_RED,uv_visor,30000,0.00020943951023931953,30000.0,443.1225465250711,0.7688173948392798,0.047239228597533205,0.4845689666049491,0.6920001056481739,0.8168162165381438,4392,0.1464,0.2031375,2.3057934660559014,0.679714460506599,20000,0.42157284186054655,175,0.5942857142857143,0.9773065822650212,-17.318719414925674,OXYGEN_SHAKE_MINT
UV_VISOR_YELLOW,uv_visor,30000,0.00020943951023931953,30000.0,781.8758522916538,0.6612438263063856,-0.005187567856818046,0.00370813568017081,0.7576096965941479,0.7784696415637846,4252,0.14173333333333332,0.20032083333333334,15.119310151198569,0.004460050540052163,20000,0.3033719133433719,202,0.5643564356435643,0.9947345055889419,-6.257072630107285,UV_VISOR_MAGENTA
