members,weights,min_eigval,spread_mean,spread_std,adf_p,ou_half_life,rel_std
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,MICROCHIP_OVAL","-0.814,-1.000,0.146",50229.79072008427,-16358.787352364197,290.7233112896412,0.0007085868531094353,22.108129974519724,0.01777169083670651
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,MICROCHIP_RECTANGLE","-0.851,-1.000,0.264",51538.47957398407,-15681.13912538126,303.94705568711765,0.0017480182965180578,23.583355134261595,0.01938297041157893
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,MICROCHIP_SQUARE","0.799,1.000,0.125",53134.0855698397,19063.206117587168,296.26707517999637,0.002745580255392395,25.41460212594047,0.015541303669096293
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,MICROCHIP_TRIANGLE","0.971,1.000,-0.085",56130.22598005168,18584.55245434832,330.69727525319973,0.0018430787603800445,24.24779161620609,0.017794201720247767
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,OXYGEN_SHAKE_CHOCOLATE","0.966,1.000,0.238",51010.8456557206,21633.958612945127,318.52666914135176,0.0008141573165901149,22.009365677026118,0.01472345745132168
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,OXYGEN_SHAKE_EVENING_BREATH","1.000,0.981,0.063",57152.93601531574,20186.08737095452,335.0228285320412,0.0023414543553012725,24.765066616838908,0.016596719432320547
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,OXYGEN_SHAKE_GARLIC","-0.819,-1.000,-0.251",46950.53837883646,-20598.587020192244,285.15379274406683,0.00046390969599667016,21.007602651136615,0.01384336665736044
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,OXYGEN_SHAKE_MINT","1.000,0.940,0.216",53054.99841638384,21400.7214486262,319.8974166196621,0.0012690844654989874,22.952421554565955,0.014947973477791221
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,OXYGEN_SHAKE_MORNING_BREATH","0.930,1.000,-0.189",54284.94602754708,17034.020177805203,320.98216677881356,0.0016194739483252802,23.617054268178798,0.01884359437339656
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PANEL_1X2","1.000,0.977,0.025",57273.13422269547,19792.649504285444,334.44278670659577,0.002331194836462579,24.756569517966792,0.016897322747729315
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PANEL_1X4","0.965,1.000,-0.093",55938.70317985676,18463.077756941282,329.2786065748655,0.002429797392940581,24.758015617978156,0.017834437514139354
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PANEL_2X2","1.000,0.926,0.138",54700.47158967046,20487.373174009575,320.24769837660716,0.0017509349355889806,23.445215959480105,0.015631467033698377
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PANEL_2X4","-0.827,-1.000,-0.365",50331.00884499106,-21814.72467138671,302.267881132291,0.0009007045029736478,22.27435543866806,0.013856140092786079
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PANEL_4X4","1.000,0.979,-0.460",39126.41370131055,15040.36077441774,291.1841713168663,4.7039264480598915e-05,16.661205916108635,0.019360185283064723
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PEBBLES_L","1.000,0.929,-0.202",51316.633246313,17128.75229627183,312.3548584616689,0.0005341856389935862,21.07463295115877,0.01823570409910445
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PEBBLES_M","0.984,1.000,0.076",56736.94003174732,20352.11199801549,334.58413131144215,0.002002985749456058,24.55793227501377,0.016439774473728675
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PEBBLES_S","-0.869,-1.000,0.214",52400.24680317797,-16282.320201899318,307.009083508086,0.0007572582965164307,22.309970800912378,0.01885536457342693
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,PEBBLES_XL","0.840,1.000,0.126",45345.92465880823,19531.934852305152,279.29001619543385,0.00020927532077054547,18.747921137086443,0.014299147437637093
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,ROBOT_DISHES","-0.769,-1.000,-0.538",45092.19420679852,-22405.747414272995,291.06546057143197,0.0014006861649382256,19.8043679294735,0.012990660618891755
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,ROBOT_IRONING","0.897,1.000,-0.191",54109.165388484034,16866.745645961004,315.4428010687831,0.001793773586755725,24.457163881402913,0.018702054782234807
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,ROBOT_LAUNDRY","1.000,0.957,0.047",57237.30573860485,19875.14858053185,331.1953791009541,0.002471804795831203,24.822902949225533,0.016663793870973487
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,ROBOT_MOPPING","1.000,0.945,-0.061",56910.01952147981,18636.013484232957,328.34470954483936,0.002151936726009934,24.362453788312013,0.01761882764372521
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SLEEP_POD_COTTON","1.000,0.764,-0.269",51258.14522899375,14783.290941655516,291.16181425357496,0.00040249518867952117,19.803651937175655,0.019695331398312386
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SLEEP_POD_LAMB_WOOL","1.000,0.979,0.166",55729.22018377789,21362.141072182756,332.4548269841105,0.0017652020142374847,24.113479411797513,0.015562804583152241
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SLEEP_POD_NYLON","0.982,1.000,0.204",53688.6214312141,21511.29413727295,328.0575790422,0.0009438100995813988,22.419354074394978,0.015250480838052862
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SLEEP_POD_SUEDE","-0.811,-1.000,-0.245",53784.28211053257,-20308.153488232412,303.8322287867407,0.002389459414652272,25.066428253386434,0.014961095747222744
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SNACKPACK_RASPBERRY","0.248,0.227,1.000",24738.931540824215,14810.001092097855,165.8593845421135,0.0001927239465105591,16.876781159585846,0.011199147353919562
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY","-0.074,0.265,1.000",23612.805458598523,11932.776321283955,159.28947114390428,0.0004945925626951413,16.643947522974322,0.013348902791363552
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SNACKPACK_VANILLA","0.104,0.161,1.000",27462.487934388075,12602.411645873404,168.6435300647919,0.014098802801930734,30.827466463242274,0.013381845856464573
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,TRANSLATOR_SPACE_GRAY","0.921,1.000,-0.372",46771.86698680626,15303.901440013155,304.6831993502469,0.0005491839969662131,20.893768042251256,0.019908857917343266
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,TRANSLATOR_VOID_BLUE","-0.766,-1.000,-0.510",46784.18046593385,-22520.50894620783,293.81804499401045,0.0013867126631480979,21.419124132806086,0.013046687607985242
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,UV_VISOR_MAGENTA","0.914,1.000,0.186",56946.357251474954,20799.095401992447,326.11464947846264,0.002462722693123307,25.524608008508938,0.01567927081325001
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,UV_VISOR_ORANGE","0.964,1.000,0.137",56505.87534189212,20746.484053887572,331.55122454460366,0.003816393359315751,26.016578191135636,0.015981080152348805
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,UV_VISOR_RED","0.968,1.000,0.147",55450.75058058916,20995.15866818899,329.37718342102704,0.0020092965014457493,24.202352883312013,0.01568824454373312
"SLEEP_POD_POLYESTER,UV_VISOR_AMBER,UV_VISOR_YELLOW","1.000,0.951,-0.214",47743.841318860745,17022.753770804098,304.9737817086911,0.000355394386545025,19.587744355549884,0.017915654882569867
"MICROCHIP_SQUARE,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE","0.044,0.026,1.000",29782.746923248582,10737.24075467648,172.71529489180753,0.023704332575039778,33.874963748857425,0.01608563120060276
"MICROCHIP_SQUARE,SLEEP_POD_SUEDE,SNACKPACK_PISTACHIO","0.069,0.003,1.000",18419.61155852703,10468.267535736095,135.9763470384766,0.049919236943481285,35.89899893777563,0.012989384019302788
"MICROCHIP_SQUARE,SLEEP_POD_SUEDE,SNACKPACK_RASPBERRY","0.039,-0.093,1.000",27817.092790323957,9552.833548634224,167.54138993969255,0.0017370196292552545,20.08495517883947,0.017538397281469022
"MICROCHIP_SQUARE,SLEEP_POD_SUEDE,SNACKPACK_VANILLA","-0.004,-0.040,1.000",29907.099066884428,9579.658626690418,172.9927969260521,0.028169659340146286,34.81078433688864,0.018058346718542485
"MICROCHIP_SQUARE,SLEEP_POD_SUEDE,TRANSLATOR_ASTRO_BLACK","-0.017,0.519,1.000",63358.87529995243,15073.160409493015,283.4452717514138,0.013723919168511725,31.01311217950323,0.01880463446623318
"MICROCHIP_SQUARE,UV_VISOR_AMBER,GALAXY_SOUNDS_BLACK_HOLES","0.370,1.000,0.430",50308.84178550277,17875.92205315173,257.7591690286187,0.0009496240055761365,20.514451822334802,0.014419349573253078
"MICROCHIP_SQUARE,UV_VISOR_AMBER,MICROCHIP_CIRCLE","0.525,1.000,0.613",65372.310262764935,20695.766620027844,328.41057082983895,0.0007981949226382144,21.551395138106678,0.015868490250176445
"MICROCHIP_SQUARE,UV_VISOR_AMBER,MICROCHIP_RECTANGLE","0.594,0.429,1.000",105206.36158766424,20206.889402775865,401.9551890428,0.0018709331694871235,22.299048985791067,0.01989198738265883
"MICROCHIP_SQUARE,UV_VISOR_AMBER,OXYGEN_SHAKE_CHOCOLATE","-0.476,-1.000,-0.614",54880.37555734988,-20244.65345655296,296.46766644583647,0.0002771155675110675,19.00216087104568,0.014644245063620654
"MICROCHIP_SQUARE,UV_VISOR_AMBER,OXYGEN_SHAKE_GARLIC","0.352,1.000,0.446",59281.056131280944,18003.955252307238,279.81751501408957,0.0005364180756642215,24.997910853014375,0.015542002359633196
"MICROCHIP_SQUARE,UV_VISOR_AMBER,PANEL_2X4","0.323,1.000,0.769",65701.37230738063,20957.023856264277,333.52290935015236,0.0026309725185425046,28.054397173018945,0.01591461228644156
"MICROCHIP_SQUARE,UV_VISOR_AMBER,PEBBLES_XL","0.384,1.000,0.198",74330.17431066408,15751.572452031392,296.84045828561256,0.0012459313992436375,25.38809551201706,0.018845131759993312
"MICROCHIP_SQUARE,UV_VISOR_AMBER,ROBOT_DISHES","0.331,1.000,0.887",40572.24623978936,21293.627400783473,277.2514275752513,2.44761616644151e-05,15.54044057402329,0.013020394428666022
"MICROCHIP_SQUARE,UV_VISOR_AMBER,SLEEP_POD_NYLON","-0.477,-1.000,-0.587",85611.1076118923,-20052.63362085566,366.7084928682402,0.005999040865334278,31.214978203028913,0.01828729830713341
"MICROCHIP_SQUARE,UV_VISOR_AMBER,SLEEP_POD_POLYESTER","0.125,1.000,0.799",53134.08556983926,19063.206117587146,296.2670751799958,0.0027455802553930024,25.414602125940686,0.015541303669096281
"MICROCHIP_SQUARE,UV_VISOR_AMBER,SNACKPACK_PISTACHIO","0.010,-0.120,1.000",16369.719769727057,8687.2274226465,128.80581529168305,0.02191116473574054,30.170489910940518,0.014827033876873378
"MICROCHIP_SQUARE,UV_VISOR_AMBER,SNACKPACK_RASPBERRY","-0.050,-0.094,1.000",27478.866567102395,8653.57710981888,166.61869502471595,0.001868848442517985,21.00174028352124,0.01925431447714959
"MICROCHIP_SQUARE,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY","0.048,0.418,1.000",22954.40675469704,14668.229433245182,164.26469014339168,0.00030484418687202396,16.272972486811717,0.011198671993164341
"MICROCHIP_SQUARE,UV_VISOR_AMBER,SNACKPACK_VANILLA","0.061,0.167,1.000",26408.54931865219,12254.149902438448,164.98348403109517,0.009147538324762962,28.532401284741763,0.013463478523162604
"MICROCHIP_SQUARE,UV_VISOR_AMBER,TRANSLATOR_ASTRO_BLACK","0.353,0.256,1.000",71522.58660608955,16205.221293186483,291.57666806844117,0.01557823341285912,28.768133124728216,0.017992760653693457
"MICROCHIP_SQUARE,UV_VISOR_AMBER,TRANSLATOR_VOID_BLUE","0.238,0.951,1.000",71951.50190597973,21616.74904323086,375.3918947983445,0.019689713767034687,33.99591408762398,0.0173657886321207
"MICROCHIP_SQUARE,UV_VISOR_AMBER,UV_VISOR_MAGENTA","0.105,0.764,1.000",69514.72288449391,18579.794770259254,332.7251621259602,0.014014356784459801,31.30502759457844,0.01790790297956114
"MICROCHIP_SQUARE,UV_VISOR_AMBER,UV_VISOR_RED","0.434,1.000,0.618",55747.140176548164,20653.7892067077,295.74925629849565,0.0013602718313458298,21.267269733514468,0.014319370326605522
"MICROCHIP_SQUARE,PEBBLES_XS,MICROCHIP_CIRCLE","-0.728,-0.946,-1.000",73535.31807867209,-26122.645289871456,422.133809653038,2.7370795077234526e-05,15.611087094943036,0.01615968846067485
"MICROCHIP_SQUARE,PEBBLES_XS,OXYGEN_SHAKE_CHOCOLATE","0.683,0.992,1.000",66792.12162165198,26187.690847232,404.34615292285173,2.695968439227838e-05,14.339253687791405,0.015440313362550273
"MICROCHIP_SQUARE,PEBBLES_XS,OXYGEN_SHAKE_GARLIC","0.494,1.000,0.709",88628.62369298187,22586.302341349623,393.3598453016859,0.0002052545368319728,17.541523498969433,0.017415858486120886
"MICROCHIP_SQUARE,PEBBLES_XS,PANEL_2X4","0.316,0.755,1.000",52610.717087810175,21148.71966114449,296.23365112531104,1.2865709900674028e-05,13.461167666727267,0.014007167141638683
"MICROCHIP_SQUARE,PEBBLES_XS,PEBBLES_XL","0.530,1.000,0.338",94165.3818439823,19083.3804836369,362.29647010540725,0.0015152926068853307,21.914919225645885,0.018984920958635153
"MICROCHIP_SQUARE,PEBBLES_XS,ROBOT_DISHES","0.303,0.675,1.000",81879.85615732109,19137.469313211164,355.7779208762447,0.000750340769442,20.62356946123426,0.018590646184897634
"MICROCHIP_SQUARE,PEBBLES_XS,SLEEP_POD_NYLON","0.599,0.880,1.000",103741.0508655159,24304.182736088394,470.303398556528,0.0017114068389162413,24.473429882271247,0.0193507185023832
"MICROCHIP_SQUARE,PEBBLES_XS,SNACKPACK_CHOCOLATE","-0.047,-0.140,1.000",23760.334583678683,8168.728820430431,155.74492050807535,0.002385729073592213,23.23508832308034,0.01906599226535087
"MICROCHIP_SQUARE,PEBBLES_XS,SNACKPACK_PISTACHIO","-0.013,-0.114,1.000",14211.546686390939,8477.684725821564,119.93738924812448,0.008846166718028858,22.516057642498374,0.014147422689925693
"MICROCHIP_SQUARE,PEBBLES_XS,SNACKPACK_RASPBERRY","0.004,0.010,1.000",28579.83486049796,10216.041245518998,168.98211995915898,0.002296608521509211,21.446680466615724,0.016540861170982312
"MICROCHIP_SQUARE,PEBBLES_XS,SNACKPACK_STRAWBERRY","-0.016,0.198,1.000",34623.6303232331,11952.8570397957,189.62582487228062,0.0019070109279435473,22.595166221957882,0.01586447693977621
"MICROCHIP_SQUARE,PEBBLES_XS,SNACKPACK_VANILLA","0.069,0.126,1.000",25214.569763290587,11964.975186989725,160.3319775603657,0.004039311411101747,24.994549710790128,0.013400109490799847
"MICROCHIP_SQUARE,PEBBLES_XS,UV_VISOR_RED","0.640,1.000,0.942",121230.81888498385,26521.69306950933,527.3561719059859,0.0047073895113603536,26.15962660141143,0.01988395576873111
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,GALAXY_SOUNDS_BLACK_HOLES","1.000,0.324,-0.013",23880.979668359556,13120.765550994027,162.38875123717241,0.0005107254875705935,16.911989597749656,0.012376469239241142
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,GALAXY_SOUNDS_DARK_MATTER","1.000,0.336,0.013",23916.13884848785,13496.956202918644,163.05511728092077,0.00048736106166978756,16.94302959553855,0.012080880668906741
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,GALAXY_SOUNDS_PLANETARY_RINGS","1.000,0.338,0.010",23894.66081563695,13485.94495651397,163.10981386636942,0.00047825291539402114,16.93482660961648,0.012094800504697616
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,GALAXY_SOUNDS_SOLAR_FLAMES","1.000,0.334,-0.127",21275.286148722807,11936.731683809134,154.8268834485856,8.201253040637327e-05,14.698758919422607,0.012970626093454984
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,GALAXY_SOUNDS_SOLAR_WINDS","1.000,0.382,0.145",20876.43295055965,15243.167782622588,156.01507178041044,0.00018463124346267958,14.729242782708315,0.01023508197280815
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,MICROCHIP_CIRCLE","1.000,0.335,0.005",23924.068967860167,13399.265287801638,163.04311995038393,0.0004837250421479113,16.937302738122856,0.012168064177281002
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,MICROCHIP_OVAL","1.000,0.416,-0.059",22292.812281468723,13515.280567480102,161.89310975138767,6.492329837237635e-05,15.661855516467595,0.011978523785952919
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,MICROCHIP_RECTANGLE","1.000,0.416,-0.131",21462.666040058153,12855.668182045301,159.74277543843925,5.990068119327161e-05,14.953392422439086,0.01242586329830307
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,MICROCHIP_SQUARE","1.000,0.418,0.048",22954.4067546968,14668.22943324526,164.26469014339202,0.00030484418687202596,16.272972486811675,0.011198671993164305
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,MICROCHIP_TRIANGLE","1.000,0.347,-0.021",23782.600323332103,13242.819956699002,163.1723783483066,0.00046161321082883945,16.73870924643529,0.012321573417281443
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,OXYGEN_SHAKE_CHOCOLATE","1.000,0.342,0.029",23758.125241175258,13681.4571525907,162.85478125230455,0.00048205300161983185,16.801766833968408,0.011903321366720548
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,OXYGEN_SHAKE_EVENING_BREATH","1.000,0.335,0.031",23810.03436213337,13647.808032369692,162.73525505551456,0.0001398595890979636,16.846831599126002,0.011923911493299232
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,OXYGEN_SHAKE_GARLIC","1.000,0.314,-0.025",23784.620295590354,12895.177859749347,161.6304977409488,0.00015509982378127956,16.879745972336618,0.012534181342737257
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,OXYGEN_SHAKE_MINT","1.000,0.333,0.013",23894.590369886653,13469.452846482769,162.831738229618,0.0004785530555049774,16.905002539674932,0.012088964569346829
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,OXYGEN_SHAKE_MORNING_BREATH","1.000,0.390,-0.119",21548.46735334465,12603.096390034285,158.4571986694588,3.8396528362942085e-05,14.758131685899144,0.01257287842333385
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PANEL_1X2","1.000,0.330,0.046",23326.458478634948,13728.119873632304,160.90010440396625,0.00011569462258785723,16.493441195706147,0.011720476356926938
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PANEL_1X4","1.000,0.393,-0.102",20666.30086377047,12852.67574236231,155.07128499072192,0.00015836794016943923,14.454395957284648,0.012065291936029187
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PANEL_2X2","1.000,0.342,-0.021",23806.609830033372,13211.971313449403,163.01912771340895,0.0004809705823633228,16.846854490900405,0.012338743692809885
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PANEL_2X4","1.000,0.316,-0.035",23814.090680907833,12815.754223337311,161.86342824917944,0.0005265782196730783,16.90956631345383,0.012630035300960154
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PANEL_4X4","1.000,0.332,0.055",23432.13545400068,13878.662745016187,161.44638786301357,0.0004838131637696328,16.530487135113365,0.011632704881526774
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PEBBLES_L","1.000,0.335,0.000",23928.76079926251,13358.388175575128,163.04170724479113,0.0004861176542081303,16.948400321177306,0.012205193104277461
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PEBBLES_M","1.000,0.391,0.125",20436.73965637589,15081.60567561639,154.44216398678745,1.8032795278871924e-05,13.566766733238328,0.010240432438602088
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PEBBLES_S","1.000,0.362,-0.039",23647.011126788424,13218.310061249054,163.56515424155486,0.0004075768961911944,16.597403710447818,0.012374135081084555
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PEBBLES_XL","1.000,0.322,-0.009",23850.828686490662,13134.729078731949,162.1575099238417,0.0004655143047347656,16.880728496249176,0.012345706481788864
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,PEBBLES_XS","1.000,0.515,-0.127",22417.076539614038,13842.8412618996,169.42457461004204,0.0002900657607541146,15.120498718154158,0.012239147397894279
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,ROBOT_DISHES","1.000,0.334,-0.001",23928.770203985605,13345.187014716852,163.0231005683813,0.0004857419075674033,16.95032578876488,0.01221587231326186
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,ROBOT_IRONING","1.000,0.394,-0.095",22419.010217762247,12996.21204278736,161.49387581121272,0.0002299573320914805,15.73842458365012,0.012426226601991972
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,ROBOT_LAUNDRY","1.000,0.373,-0.084",22954.17578174,12828.325624126423,162.10450298795843,0.0003383383485154222,16.009872248873187,0.012636450596723713
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,ROBOT_MOPPING","1.000,0.387,0.100",21403.610362125233,14876.902293889072,157.4939078247848,4.0651496121290006e-05,15.103172836784703,0.010586471881950717
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,ROBOT_VACUUMING","1.000,0.433,-0.216",21408.62601778385,12152.764117126073,162.44879980499203,7.987557677768321e-05,15.309197486124836,0.013367230552600282
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SLEEP_POD_COTTON","1.000,0.349,0.019",23858.166308264994,13693.854891575224,163.55739715041867,0.0004832736706189505,16.900858448965966,0.011943853534700661
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SLEEP_POD_LAMB_WOOL","1.000,0.335,0.113",22204.157208408462,14566.54052796008,157.95368798068824,4.064770676290258e-05,15.434410186991943,0.010843596506493797
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SLEEP_POD_NYLON","1.000,0.349,0.074",22953.196581177082,14180.366655321202,160.76999849037506,0.0002108269714524125,16.186603141613244,0.011337506455099022
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SLEEP_POD_POLYESTER","1.000,0.265,-0.074",23612.80545859838,11932.776321283873,159.28947114390422,0.0004945925626951356,16.643947522974322,0.013348902791363639
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SLEEP_POD_SUEDE","1.000,0.427,0.113",22443.890936720134,15367.737282552373,163.68101837748281,0.0003577243213037422,15.658873155134325,0.010650951104123613
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SNACKPACK_RASPBERRY","-1.000,-0.321,-0.948",3997.704690074769,-22804.41730787003,89.42453472742324,0.031497023968104776,35.434384553027876,0.003921368983918828
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,SNACKPACK_VANILLA","1.000,0.352,0.283",23603.81631855937,16351.702231323019,168.5021242780145,0.000219017805983202,17.24928499495993,0.010304867462375564
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,TRANSLATOR_ASTRO_BLACK","1.000,0.375,-0.113",22916.397932564807,12615.815949884143,162.51954574270934,0.00028987099576019773,16.1319905945315,0.01288220646118429
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,TRANSLATOR_ECLIPSE_CHARCOAL","1.000,0.320,-0.151",21967.827365186495,11752.762086607754,157.1296605124731,0.00010091886151446004,15.54233722655922,0.01336959425831669
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,TRANSLATOR_GRAPHITE_MIST","1.000,0.363,0.114",21999.254601697954,14727.697537529755,158.61024359671845,0.0003391809182841587,15.627202663796492,0.010769520706990415
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,TRANSLATOR_SPACE_GRAY","1.000,0.305,0.103",22462.866903400205,14093.702775838607,157.37208011783727,7.625531365549607e-05,15.939024574412318,0.011166127356369859
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,TRANSLATOR_VOID_BLUE","1.000,0.272,-0.127",22824.63789529053,11481.225090214073,157.64404943792914,9.874490548234678e-05,15.980791818049203,0.013730594792736512
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,UV_VISOR_MAGENTA","1.000,0.395,0.111",23219.785778121477,15067.852180214088,164.635333316856,0.0005659522408565817,16.132810561328053,0.010926264164778713
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,UV_VISOR_ORANGE","1.000,0.317,-0.044",23715.46107557811,12752.824715383593,161.60194126313857,0.00013515490447178668,16.72838693122979,0.012671854657282313
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,UV_VISOR_RED","1.000,0.340,0.017",23879.688566813147,13583.868160077307,163.1804987727533,0.0004453041525912855,16.84942018226899,0.0120128152636476
"SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,UV_VISOR_YELLOW","1.000,0.331,-0.036",23419.667936960737,12933.307800732413,161.232345186711,0.0004071746382845727,16.51822239708672,0.012466443053151524
"PEBBLES_XS,SLEEP_POD_POLYESTER,MICROCHIP_CIRCLE","0.674,1.000,0.514",106418.18628406094,21574.47391429556,427.5295967913727,0.016765202832611268,32.93971675947199,0.019816455246590526
