product,day,omega,period,r2,A,phi,c,d,model,omega1,period1,A1,phi1,omega2,period2,A2,phi2
OXYGEN_SHAKE_GARLIC,3,,,0.7863826833935325,,,0.019907970475091366,11640.680365344459,2sin,0.0008454232114073716,7432.0,325.1190291403146,0.5943696584631893,0.00300630875941607,2090.0,89.75908419789896,1.4524481723105511
OXYGEN_SHAKE_GARLIC,4,,,0.9517609312847959,,,0.235927695434071,11727.73488442209,2sin,0.001810194556951768,3471.0,147.69537062026208,-0.26852862862436383,0.0007935318650138402,7918.0,142.36699477339224,-2.03835715093858
SLEEP_POD_POLYESTER,2,0.0015943124352143076,3941.0,0.8910608901718867,233.09199769423904,-1.923806195710236,0.17022992255668576,9852.515056169434,,,,,,,,,
SLEEP_POD_POLYESTER,3,0.0004483505999129147,14014.0,0.8351437887925238,785.3360214099015,1.3489677349430367,0.28805128675268515,10694.318553535477,,,,,,,,,
SLEEP_POD_POLYESTER,4,0.00020943951023931953,30000.0,0.821020643438856,1084.9082640859895,0.15028536187691155,-0.1586049684706051,12767.108420798662,,,,,,,,,
SLEEP_POD_POLYESTER,-1,0.0005090072348654882,12344.0,0.8935910644216881,420.3544824717188,2.8815845037417582,0.1006344231089657,10378.785229588246,,,,,,,,,
SLEEP_POD_POLYESTER,2,,,0.940812124569504,,,0.17022992255668576,9852.515056169434,2sin,0.0015943124352143076,3941.0,233.09199769423904,-1.923806195710236,0.0008454232114073716,7432.0,184.53531012606322,0.6672226573696014
SLEEP_POD_POLYESTER,3,,,0.9132821335877717,,,0.28805128675268515,10694.318553535477,2sin,0.0004483505999129147,14014.0,785.3360214099015,1.3489677349430367,0.002821367448217147,2227.0,164.64486791281817,1.529493801584011
SLEEP_POD_POLYESTER,4,,,0.8824284673326404,,,-0.1586049684706051,12767.108420798662,2sin,0.00020943951023931953,30000.0,1084.9082640859895,0.15028536187691155,0.00300630875941607,2090.0,113.50959244436665,2.056295574852091
SLEEP_POD_SUEDE,2,0.0006560018069721848,9578.0,0.8765184228273619,505.84386661717997,1.0582395298209055,0.13020068830285317,9584.163749894953,,,,,,,,,
SLEEP_POD_SUEDE,3,0.0006156967473963337,10205.0,0.7627447196476451,227.68332035646492,-1.066345658435659,0.12674944972526492,11261.28834929543,,,,,,,,,
SLEEP_POD_SUEDE,4,0.001404377583187212,4474.0,0.6502560455832506,270.9176890122912,0.3570256435756759,-0.029966827589775116,12164.890935540156,,,,,,,,,
SLEEP_POD_SUEDE,-1,0.0002533440307721296,24801.0,0.9176702713725561,620.4436533343626,-2.656662157378556,0.0769814109412888,10333.666205760586,,,,,,,,,
SLEEP_POD_SUEDE,2,,,0.918095829285371,,,0.13020068830285317,9584.163749894953,2sin,0.0006560018069721848,9578.0,505.84386661717997,1.0582395298209055,0.0014963527761799444,4199.0,142.78910259395266,1.6982818435033074
SLEEP_POD_SUEDE,3,,,0.8602911889978595,,,0.12674944972526492,11261.28834929543,2sin,0.0006156967473963337,10205.0,227.68332035646492,-1.066345658435659,0.0014963527761799444,4199.0,179.44075068701372,1.8507769252344484
SLEEP_POD_SUEDE,4,,,0.7824376932848791,,,-0.029966827589775116,12164.890935540156,2sin,0.001404377583187212,4474.0,270.9176890122912,0.3570256435756759,0.002647781418954735,2373.0,144.0369767741718,-1.1956485652014643
PEBBLES_XS,2,0.0010896956828268447,5766.0,0.9280291342661174,137.10570894921844,-0.16249308007693536,-0.19787244717861613,10162.999118419048,,,,,,,,,
PEBBLES_XS,3,0.00020943951023931953,30000.0,0.899105319555472,5411.341417540448,2.3839405012859034,0.7634130358209874,4429.005148769324,,,,,,,,,
PEBBLES_XS,4,0.00020943951023931953,30000.0,0.8809776691478834,5609.160939816477,2.4338281911167283,0.8755530065137411,3222.7981757440934,,,,,,,,,
PEBBLES_XS,-1,0.00020943951023931953,30000.0,0.9495093147912232,466.72333860737535,1.2745789667857435,-0.15014276332341786,9656.706145136273,,,,,,,,,
PEBBLES_XS,2,,,0.9420940815382749,,,-0.19787244717861613,10162.999118419048,2sin,0.0010896956828268447,5766.0,137.10570894921844,-0.16249308007693536,0.00363610260832152,1728.0,104.33969549864166,-1.935611364572719
PEBBLES_XS,3,,,0.9289164395031617,,,0.7634130358209874,4429.005148769324,2sin,0.00020943951023931953,30000.0,5411.341417540448,2.3839405012859034,0.002189263173233305,2870.0,170.4344391768413,-1.3775455070021767
PEBBLES_XS,4,,,0.9109418480453861,,,0.8755530065137411,3222.7981757440934,2sin,0.00020943951023931953,30000.0,5609.160939816477,2.4338281911167283,0.0019285406099384856,3258.0,128.96730107643145,3.075776829507027
PEBBLES_XL,2,0.0010896956828268447,5766.0,0.9124868534507561,531.3563792855331,-0.5796436400863528,0.46587428585520857,9149.22982869805,,,,,,,,,
PEBBLES_XL,3,0.0009598511010051308,6546.0,0.6374908382739595,665.8651393732354,2.1732447869931386,-0.04840050189715474,13791.932870798873,,,,,,,,,
PEBBLES_XL,4,0.0014963527761799444,4199.0,0.9314423986101021,583.0891642231502,2.909164789991993,0.4549645156402554,12450.0054933601,,,,,,,,,
PEBBLES_XL,-1,0.00032650100328307974,19244.0,0.8941560036744663,1147.0388426410357,-1.9853778992346387,0.15247650778621616,10990.914372053841,,,,,,,,,
PEBBLES_XL,2,,,0.9348027780667967,,,0.46587428585520857,9149.22982869805,2sin,0.0010896956828268447,5766.0,531.3563792855331,-0.5796436400863528,0.004994582915087111,1258.0,303.8639511474427,1.6693433179148185
PEBBLES_XL,3,,,0.818450103989881,,,-0.04840050189715474,13791.932870798873,2sin,0.0009598511010051308,6546.0,665.8651393732354,2.1732447869931386,0.001810194556951768,3471.0,386.8808914041756,-1.6187592137091333
PEBBLES_XL,4,,,0.9559337889721546,,,0.4549645156402554,12450.0054933601,2sin,0.0014963527761799444,4199.0,583.0891642231502,2.909164789991993,0.0009598511010051308,6546.0,324.5979822840934,1.3389459208979948
