a,b,ret_corr,price_corr
GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_OVAL,0.007041779640823853,-0.7515254980346224
MICROCHIP_OVAL,PEBBLES_S,-0.006543606482371509,0.8780761677026365
MICROCHIP_RECTANGLE,UV_VISOR_AMBER,0.006503923015695027,0.815167015574911
SLEEP_POD_POLYESTER,UV_VISOR_AMBER,0.006486308283449576,-0.940922047238229
MICROCHIP_OVAL,OXYGEN_SHAKE_GARLIC,0.006464508170168243,-0.8468219501354766
MICROCHIP_RECTANGLE,SNACKPACK_PISTACHIO,-0.006426369290725141,0.7172433417794504
ROBOT_VACUUMING,UV_VISOR_MAGENTA,-0.006132762073570629,-0.7170275419431948
MICROCHIP_TRIANGLE,PANEL_2X2,0.006009568180237059,0.8010630552645792
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_SUEDE,-0.005979362212967406,0.7329852288350363
PANEL_1X4,ROBOT_MOPPING,-0.005902543144957059,-0.8751482757175731
MICROCHIP_OVAL,SLEEP_POD_NYLON,0.005791374723099647,-0.7178312103249623
PANEL_2X2,UV_VISOR_RED,0.005778281829487896,-0.8174364371646687
PANEL_2X4,PEBBLES_XL,-0.005776409990728911,0.8762561570063178
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_AMBER,0.00576943429419603,-0.7920437047999511
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_M,0.005672632644706349,-0.8576457785535174
TRANSLATOR_VOID_BLUE,UV_VISOR_MAGENTA,0.0056135021004480035,0.8216761167539443
PANEL_1X2,SLEEP_POD_NYLON,0.005609243093667135,0.7359738344971591
OXYGEN_SHAKE_GARLIC,PEBBLES_XS,0.00555464584515816,-0.8305130023651318
MICROCHIP_OVAL,ROBOT_DISHES,-0.005522385295087605,-0.8284567818569836
PANEL_2X4,TRANSLATOR_VOID_BLUE,0.005493301741918083,0.7240081545072378
OXYGEN_SHAKE_GARLIC,PANEL_2X4,0.005487691315359895,0.8428359272688238
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,-0.005485806406304834,-0.7546239606054784
SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,0.005437713770654115,0.8751293286642039
PEBBLES_S,UV_VISOR_RED,-0.005337480894157761,-0.8055990789602336
SLEEP_POD_SUEDE,SNACKPACK_STRAWBERRY,-0.005334574764570479,0.7705282254494048
MICROCHIP_OVAL,PANEL_1X4,-0.005319090400127835,0.8166443442110974
OXYGEN_SHAKE_GARLIC,TRANSLATOR_VOID_BLUE,-0.005214166128481822,0.7050423300281807
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,0.005108992106422099,0.712543261769218
ROBOT_VACUUMING,SLEEP_POD_COTTON,0.005104815571049499,-0.7315912039082808
ROBOT_DISHES,UV_VISOR_MAGENTA,0.005083731394444515,0.7249926213971217
PEBBLES_M,ROBOT_VACUUMING,0.005058745319783824,-0.7526183267467405
MICROCHIP_OVAL,PEBBLES_M,0.005057061696325959,-0.754592312779536
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_XS,-0.004960031169775728,0.7743458237149412
OXYGEN_SHAKE_GARLIC,ROBOT_IRONING,-0.004928450418984336,-0.8160682789960129
MICROCHIP_SQUARE,ROBOT_VACUUMING,-0.004834257218209629,-0.8045050636580683
PANEL_2X4,SLEEP_POD_POLYESTER,0.004806730295035469,0.7512373719567124
MICROCHIP_OVAL,PANEL_2X2,0.004776093587209274,0.7016296186114359
PEBBLES_S,ROBOT_DISHES,-0.004754970419801648,-0.8286543429403209
SLEEP_POD_POLYESTER,TRANSLATOR_VOID_BLUE,0.004753948258091824,0.7638003650840166
PEBBLES_XS,ROBOT_IRONING,0.004727400736752748,0.8048960333956806
PEBBLES_XL,UV_VISOR_MAGENTA,-0.004694143186645665,0.7177369221249693
ROBOT_VACUUMING,SLEEP_POD_SUEDE,0.004671976169831188,-0.80397569890635
PANEL_2X2,ROBOT_LAUNDRY,-0.0045630497400147635,0.8438259735102406
ROBOT_DISHES,SLEEP_POD_POLYESTER,-0.004551520767534555,0.7411806333488463
MICROCHIP_TRIANGLE,ROBOT_IRONING,0.004515264399168472,0.7375740804241284
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XS,-0.004493082562542809,-0.7440635400272865
ROBOT_IRONING,SNACKPACK_PISTACHIO,0.004480854925384909,0.7751254961271404
PEBBLES_XL,UV_VISOR_AMBER,-0.004437411677202567,-0.7928797234142737
OXYGEN_SHAKE_GARLIC,PEBBLES_XL,-0.004429838957332335,0.8531837227851208
PEBBLES_M,ROBOT_MOPPING,0.00439708979189381,0.7765468054075452
ROBOT_MOPPING,SLEEP_POD_COTTON,-0.004369841058043843,0.7889264241204287
PANEL_1X4,ROBOT_IRONING,0.004275220090622672,0.848613214869583
MICROCHIP_OVAL,UV_VISOR_MAGENTA,-0.004262535961737147,-0.7100554060959594
TRANSLATOR_ASTRO_BLACK,UV_VISOR_AMBER,0.004155553491372642,0.7246124513233517
MICROCHIP_TRIANGLE,PANEL_2X4,0.004056937485483145,-0.7331709369722702
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MORNING_BREATH,-0.004047261379339336,0.7559148528822012
PEBBLES_XL,TRANSLATOR_SPACE_GRAY,0.003953050792226108,-0.7589601652770369
SLEEP_POD_SUEDE,TRANSLATOR_VOID_BLUE,0.0038518239083342814,0.8184613674229054
PEBBLES_S,SLEEP_POD_POLYESTER,-0.003820057394163458,-0.758772806818883
PEBBLES_XS,SLEEP_POD_POLYESTER,0.0036692542901245904,-0.8932897560346159
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_VACUUMING,-0.0036443210837907403,0.7917630882997029
MICROCHIP_TRIANGLE,UV_VISOR_RED,0.003643491316135901,-0.8523548245067996
PEBBLES_XS,UV_VISOR_AMBER,0.0036112479069368296,0.9582978958301704
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_M,-0.0035504192848486178,0.7822481934929199
MICROCHIP_SQUARE,SNACKPACK_STRAWBERRY,0.0035219900843682303,0.8027321331292617
SLEEP_POD_SUEDE,TRANSLATOR_ASTRO_BLACK,0.00350557018524643,-0.8231538093263282
MICROCHIP_SQUARE,ROBOT_IRONING,-0.003436760978574098,-0.7215434138494452
MICROCHIP_SQUARE,ROBOT_MOPPING,0.003415117411358159,0.7235104051965515
PANEL_2X4,PEBBLES_S,0.003410233261467046,-0.8293050407569393
ROBOT_VACUUMING,SLEEP_POD_POLYESTER,0.003290053948956997,-0.7969745943374782
PEBBLES_XL,ROBOT_DISHES,-0.003250744868455158,0.8022741865997045
MICROCHIP_SQUARE,SLEEP_POD_COTTON,-0.0032193574466912104,0.7609212166578944
MICROCHIP_TRIANGLE,ROBOT_LAUNDRY,-0.0031205360459685577,0.856255321075568
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_VACUUMING,0.0030054479362018626,-0.7709681712645168
ROBOT_IRONING,UV_VISOR_RED,0.0029057427466656393,-0.7009890916597687
MICROCHIP_RECTANGLE,TRANSLATOR_ASTRO_BLACK,-0.00287733417485865,0.8159876203984737
MICROCHIP_OVAL,PEBBLES_XL,0.0028340329118641647,-0.7169011805718221
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_MOPPING,0.0028069089136415113,0.7469166225171857
PEBBLES_S,ROBOT_LAUNDRY,-0.002732898112482086,0.7808902663347627
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_MOPPING,0.0027125969340045055,-0.817303816285805
MICROCHIP_SQUARE,UV_VISOR_AMBER,0.0027080930168160945,-0.9141512704655098
MICROCHIP_SQUARE,UV_VISOR_MAGENTA,0.0026033330933973326,0.8274619003372925
ROBOT_LAUNDRY,SLEEP_POD_NYLON,0.0024637582335451176,-0.7329137843849263
PEBBLES_M,ROBOT_IRONING,-0.0023833024106255808,-0.8165655606171345
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_S,0.0022837262188362003,-0.8850039410192105
MICROCHIP_OVAL,ROBOT_VACUUMING,-0.002208708072607402,0.8709724095252637
MICROCHIP_OVAL,PANEL_2X4,-0.0022068089279948895,-0.8183961951068052
MICROCHIP_OVAL,PEBBLES_XS,-0.002187644771361072,0.8704321037497369
MICROCHIP_OVAL,SLEEP_POD_POLYESTER,0.0020460425586135613,-0.8116943192533354
PEBBLES_S,ROBOT_IRONING,-0.0020346902525463137,0.7963168670601876
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_RED,0.0020202208946009394,0.7489310512142338
ROBOT_IRONING,SLEEP_POD_COTTON,-0.0019641830671914087,-0.7689231680639341
PEBBLES_XL,SNACKPACK_STRAWBERRY,0.0019451831411853213,0.7403991118977369
MICROCHIP_RECTANGLE,PEBBLES_XS,0.0019433543751156486,0.8430428409745448
MICROCHIP_SQUARE,TRANSLATOR_VOID_BLUE,-0.001940125748835006,0.7593042493187506
MICROCHIP_TRIANGLE,PEBBLES_S,0.0019118936637571619,0.8336147596497361
MICROCHIP_SQUARE,TRANSLATOR_ASTRO_BLACK,0.001909263044808193,-0.817330991435823
MICROCHIP_OVAL,SLEEP_POD_SUEDE,0.0017890730384381387,-0.7025628478280208
ROBOT_DISHES,SNACKPACK_STRAWBERRY,-0.0017628350521757985,0.7466893406132018
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_GARLIC,-0.0017499398009221696,-0.7434323449795281
PANEL_2X4,ROBOT_VACUUMING,0.0017468805467124359,-0.7571509148185327
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_IRONING,0.001707892549492092,-0.7676372169189644
ROBOT_MOPPING,SLEEP_POD_POLYESTER,0.0017043171463296137,0.7052109619096703
ROBOT_VACUUMING,UV_VISOR_AMBER,0.001702463197823256,0.8374542581515411
MICROCHIP_CIRCLE,UV_VISOR_YELLOW,-0.0015713984591361238,-0.7318105013621938
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_OVAL,0.0015637045092744965,-0.8586018644290404
ROBOT_DISHES,TRANSLATOR_VOID_BLUE,-0.0015420172053626864,0.7176453897956163
ROBOT_LAUNDRY,SLEEP_POD_COTTON,0.001538477567175863,-0.7868144726779778
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_AMBER,-0.001502424614477188,0.7088291741240972
OXYGEN_SHAKE_GARLIC,SNACKPACK_STRAWBERRY,0.0014210243103736967,0.7694822499086116
MICROCHIP_OVAL,UV_VISOR_RED,-0.0012878611920049607,-0.7868407372622785
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_IRONING,0.0012484780153531416,-0.733074981797294
PEBBLES_XS,ROBOT_DISHES,0.001239691099401845,-0.7792198930216516
PEBBLES_S,ROBOT_VACUUMING,-0.0012153394406786322,0.7214661116482691
MICROCHIP_RECTANGLE,UV_VISOR_MAGENTA,-0.0012128112473482732,-0.7819632403709399
MICROCHIP_SQUARE,OXYGEN_SHAKE_MORNING_BREATH,-0.0011798185041865285,-0.7544694625233167
PANEL_2X4,SLEEP_POD_COTTON,-0.0011779704900385646,0.7014263654592583
MICROCHIP_SQUARE,SLEEP_POD_SUEDE,-0.0011744622472567167,0.9184890103606063
OXYGEN_SHAKE_GARLIC,PEBBLES_S,0.0011644111034684976,-0.8840357726465093
MICROCHIP_OVAL,UV_VISOR_AMBER,0.0011601252401765895,0.8712661769666958
MICROCHIP_OVAL,SNACKPACK_PISTACHIO,-0.001154246418328934,0.7508979601180317
PEBBLES_S,UV_VISOR_AMBER,-0.001121613180884165,0.8133455924672123
SLEEP_POD_NYLON,UV_VISOR_RED,0.0010810914217999847,0.7571102490031208
PEBBLES_XS,TRANSLATOR_ASTRO_BLACK,0.0010523374353442196,0.7907393109784717
PEBBLES_S,TRANSLATOR_SPACE_GRAY,0.0010407687153787437,0.7215549376728799
MICROCHIP_OVAL,SNACKPACK_STRAWBERRY,-0.001038799061807547,-0.7417315651443858
PANEL_1X4,ROBOT_LAUNDRY,-0.0009862707209820647,0.7608911842782806
PANEL_1X4,SLEEP_POD_COTTON,0.0009437019448985735,-0.7678556161943899
PANEL_2X4,ROBOT_IRONING,-0.0009153225673623752,-0.7583356675571199
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_SPACE_GRAY,0.0009150928982803111,-0.7336443851333806
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_LAUNDRY,0.0008643565065845712,-0.7658528120874581
TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,-0.0007903534253858579,-0.829784978200612
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_IRONING,0.0007691936093121436,0.8007975254302824
PANEL_2X4,PEBBLES_XS,0.0007437658068387106,-0.8596683206195257
PEBBLES_S,SNACKPACK_PISTACHIO,0.0006996879088412635,0.7009399332810337
OXYGEN_SHAKE_GARLIC,ROBOT_DISHES,-0.0006739810425206207,0.7980981421412504
PEBBLES_XS,ROBOT_MOPPING,0.0006628601138937877,-0.7237321293577769
PEBBLES_XS,SNACKPACK_PISTACHIO,-0.0006532106244673307,0.7671828844239461
OXYGEN_SHAKE_GARLIC,TRANSLATOR_SPACE_GRAY,0.0006245747407621379,-0.773218586300963
MICROCHIP_RECTANGLE,SLEEP_POD_SUEDE,-0.0006127404549091836,-0.8149470449702226
ROBOT_VACUUMING,TRANSLATOR_ASTRO_BLACK,0.0005694021663530924,0.7195751169241742
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,-0.0004875508084149418,-0.8286971105314049
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_DISHES,-0.0004856408897451106,0.8391011310368544
MICROCHIP_TRIANGLE,SLEEP_POD_NYLON,-0.00047506634830379326,-0.7911452316152932
ROBOT_LAUNDRY,SLEEP_POD_POLYESTER,0.0004339460628023624,-0.7306611096340264
MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,0.0003782249420679977,0.829620618428056
PEBBLES_XS,SLEEP_POD_COTTON,-0.00022253386755494508,-0.7848666507600435
ROBOT_DISHES,UV_VISOR_AMBER,-0.00022086559173627336,-0.8164104852697858
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XL,-0.00020012440607031296,0.7768906266069342
PEBBLES_XS,SNACKPACK_STRAWBERRY,0.0001483569216377694,-0.8504540181304768
PEBBLES_S,SNACKPACK_STRAWBERRY,-0.00012092743974928759,-0.7178705734942249
ROBOT_IRONING,SLEEP_POD_POLYESTER,-0.00011402855773441867,-0.7538145475205693
SLEEP_POD_SUEDE,UV_VISOR_MAGENTA,-0.00011147884264476625,0.8479262583205713
PEBBLES_XS,SLEEP_POD_SUEDE,6.336553882674788e-05,-0.879139456549453
