product,pair_idx,is_added,a,b,slope,intercept,role,beta_shift_pct,unstable_30pct,adf_p_d3,adf_p_d4
UV_VISOR_YELLOW,107,True,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,0.3723433389937314,6146.707957072923,b,0.1407056944659582,False,0.3943422522262689,0.0340907402079794
ROBOT_IRONING,41,True,ROBOT_IRONING,PEBBLES_M,-0.915306293105909,18089.46446260394,a,0.3696990207913252,True,0.8304631092167749,0.1314904025808465
ROBOT_IRONING,49,True,ROBOT_IRONING,PEBBLES_M,-0.9153750089182504,18096.00183821018,a,0.3697463365290107,True,0.8304631092167749,0.1314904025808465
ROBOT_IRONING,50,True,ROBOT_IRONING,SNACKPACK_PISTACHIO,3.1878405489502906,-21570.08361929973,a,0.4630421365826787,True,0.9168440253006906,0.1370571105261647
ROBOT_IRONING,52,True,ROBOT_IRONING,SNACKPACK_PISTACHIO,3.187580023317318,-21567.276068616477,a,0.4629982502217958,True,0.9168440253006906,0.1370571105261647
ROBOT_IRONING,56,True,ROBOT_IRONING,PEBBLES_M,-0.915377205267104,18095.13357057347,a,0.3697478487546847,True,0.8304631092167749,0.1314904025808465
ROBOT_IRONING,73,True,ROBOT_IRONING,SNACKPACK_PISTACHIO,3.1891784028978445,-21584.091457267623,a,0.4632673893300917,True,0.9168440253006906,0.1370571105261647
ROBOT_IRONING,75,True,ROBOT_IRONING,PEBBLES_M,-0.915357931373826,18096.05464595134,a,0.3697345780850538,True,0.8304631092167749,0.1314904025808465
ROBOT_IRONING,89,True,PEBBLES_M,ROBOT_IRONING,-0.7289481998161417,16609.41297806013,b,0.494358924688079,True,0.4553152660152095,0.0812180852595675
ROBOT_IRONING,94,True,PEBBLES_M,ROBOT_IRONING,-0.7284352781218678,16601.803879151346,b,0.4940028816945105,True,0.4553152660152095,0.0812180852595675
ROBOT_IRONING,95,True,PEBBLES_M,ROBOT_IRONING,-0.7284392640470874,16601.955772478315,b,0.4940056504451455,True,0.4553152660152095,0.0812180852595675
ROBOT_IRONING,97,True,PEBBLES_M,ROBOT_IRONING,-0.728455173325091,16602.54056515899,b,0.4940167012346383,True,0.4553152660152095,0.0812180852595675
ROBOT_IRONING,157,True,SNACKPACK_PISTACHIO,ROBOT_IRONING,0.1862776360787616,7872.729885405478,b,0.1056929335987208,False,0.1884125196974845,0.2606085860538835
ROBOT_IRONING,159,True,SNACKPACK_PISTACHIO,ROBOT_IRONING,0.1883702903240081,7856.615093226784,b,0.0934095049993675,False,0.1884125196974845,0.2606085860538835
ROBOT_IRONING,160,True,SNACKPACK_PISTACHIO,ROBOT_IRONING,0.1880313338001796,7859.236047065387,b,0.0953805503429562,False,0.1884125196974845,0.2606085860538835
ROBOT_IRONING,161,True,SNACKPACK_PISTACHIO,ROBOT_IRONING,0.1884660670142343,7855.870910333828,b,0.0928538445289721,False,0.1884125196974845,0.2606085860538835
TRANSLATOR_ASTRO_BLACK,165,True,SNACKPACK_PISTACHIO,TRANSLATOR_ASTRO_BLACK,0.2408654852833257,7233.30954024455,b,1.0008515166116978,True,0.4009165520163676,0.4820775445192523
